growth_transitions,location,year,diseases,scenario,both,disability,mortality
FALSE,Global,2068,Adult (early),100% reduction,508.1614591072769,331.91113179818154,168.94839769951056
FALSE,Global,2069,Adult (early),100% reduction,511.91035080376054,332.04153691155625,172.41497966003513
FALSE,Global,2070,Adult (early),100% reduction,515.5697414161052,332.12579232619856,175.8394628135443
FALSE,Global,2071,Adult (early),100% reduction,519.1428906515426,332.16826549389265,179.22072675936127
FALSE,Global,2072,Adult (early),100% reduction,522.6280522255793,332.16844425892543,182.55758460539627
FALSE,Global,2073,Adult (early),100% reduction,526.0348367535992,332.13629062742996,185.84952773501968
FALSE,Global,2074,Adult (early),100% reduction,529.345227806139,332.05539854671287,189.09517841342162
FALSE,Global,2075,Adult (early),100% reduction,532.5680994066372,331.9360634752016,192.29312584503555
FALSE,Global,2076,Adult (early),100% reduction,535.7057205747737,331.78017803361513,195.4437659934435
FALSE,Global,2077,Adult (early),100% reduction,538.7561792612477,331.5854292538662,198.5475888165474
FALSE,Global,2078,Adult (early),100% reduction,541.733121156579,331.36291252199175,201.60688485313892
FALSE,Global,2079,Adult (early),100% reduction,544.6121668572521,331.09036203659724,204.62000451024724
FALSE,Global,2080,Adult (early),100% reduction,547.4092560830775,330.782010307416,207.58854372643947
FALSE,Global,2081,Adult (early),100% reduction,550.1271922738609,330.4391835321836,210.5139750934286
FALSE,Global,2082,Adult (early),100% reduction,552.7641516797562,330.0597660779953,213.3966480399332
FALSE,Global,2083,Adult (early),100% reduction,555.3373870107994,329.6554259365854,216.24178339401914
FALSE,Global,2084,Adult (early),100% reduction,557.8262283059969,329.2084398943386,219.04688063924598
FALSE,Global,2085,Adult (early),100% reduction,560.2450630960532,328.7304592779407,221.81449934018326
FALSE,Global,2086,Adult (early),100% reduction,562.5947660579671,328.221767347826,224.54521814915657
FALSE,Global,2087,Adult (early),100% reduction,564.8713761052913,327.6785354554996,227.23898383039378
FALSE,Global,2088,Adult (early),100% reduction,567.0897490144768,327.11158438229086,229.89944852437688
FALSE,Global,2089,Adult (early),100% reduction,569.2276387718925,326.5014476595831,232.5243920781374
FALSE,Global,2090,Adult (early),100% reduction,571.299620189148,325.86055179039477,235.11571924320697
FALSE,Global,2091,Adult (early),100% reduction,573.3066372596035,325.18949108760836,237.673752695549
FALSE,Global,2092,Adult (early),100% reduction,575.2450817068329,324.48504504010583,240.19817821149064
FALSE,Global,2093,Adult (early),100% reduction,577.128719307376,323.757354584343,242.6922525474701
FALSE,Global,2094,Adult (early),100% reduction,578.9365000298319,322.9899244703922,245.15197379621983
FALSE,Global,2095,Adult (early),100% reduction,580.6821079468823,322.1941488961935,247.5793936286564
FALSE,Global,2096,Adult (early),100% reduction,582.3662165916128,321.37089398383426,249.97430082468892
FALSE,Global,2097,Adult (early),100% reduction,583.987501439557,320.519020822999,252.33655564765454
FALSE,Global,2098,Adult (early),100% reduction,585.5565369046459,319.6463020046759,254.66866158204937
FALSE,Global,2099,Adult (early),100% reduction,587.0559360601674,318.74003128964995,256.9664660908823
FALSE,Global,2100,Adult (early),100% reduction,588.4973761060152,317.80992814493464,259.23171434610083
FALSE,Global,2101,Adult (early),100% reduction,589.8817821527424,316.8572847876654,261.4640236252565
FALSE,Global,2102,Adult (early),100% reduction,591.2154804991293,315.882666851263,263.6691732548933
FALSE,Global,2103,Adult (early),100% reduction,592.5046399236927,314.89062196395685,265.8486203765583
FALSE,Global,2104,Adult (early),100% reduction,593.7378332384853,313.8736481831026,267.9987942261467
FALSE,Global,2105,Adult (early),100% reduction,594.9207732358065,312.8372180402937,270.1198344607601
FALSE,Global,2106,Adult (early),100% reduction,596.0538071278,311.7821273826189,272.2113047491512
FALSE,Global,2107,Adult (early),100% reduction,597.1390044243822,310.71156409348487,274.2720212370701
FALSE,Global,2108,Adult (early),100% reduction,598.1791075487843,309.6274420895996,276.3027696089907
FALSE,Global,2109,Adult (early),100% reduction,599.1679294813605,308.52667441106126,278.30060033804034
FALSE,Global,2110,Adult (early),100% reduction,600.105764549324,307.41041741746807,280.264664822937
FALSE,Global,2111,Adult (early),100% reduction,600.9915376157951,306.27830252369785,282.1943015012007
FALSE,Global,2112,Adult (early),100% reduction,601.8283673107595,305.1342189834061,284.0886448848419
FALSE,Global,2113,Adult (early),100% reduction,602.617114784936,303.97882214832686,285.94789261233615
FALSE,Global,2114,Adult (early),100% reduction,603.3544771299734,302.81057318426707,287.77035518368433
FALSE,Global,2115,Adult (early),100% reduction,604.0394455490008,301.62936149884035,289.5551654689455
FALSE,Global,2116,Adult (early),100% reduction,604.6712904703331,300.43469721983433,291.3021113629103
FALSE,Global,2117,Adult (early),100% reduction,605.2521502755699,299.2288384689722,293.01100441188333
FALSE,Global,2118,Adult (early),100% reduction,605.7829293547621,298.0121702583971,294.6823427541628
FALSE,Global,2119,Adult (early),100% reduction,606.2630344533758,296.78420831784246,296.31603032468126
FALSE,Global,2120,Adult (early),100% reduction,606.6930060786648,295.54520339804174,297.91234798491666
FALSE,Global,2121,Adult (early),100% reduction,607.073410109786,294.2950458282461,299.4719676530075
FALSE,Global,2122,Adult (early),100% reduction,607.4063807686014,293.03507696333406,300.9956287340174
FALSE,Global,2123,Adult (early),100% reduction,607.6935445838299,291.7658977233791,302.48431867607405
FALSE,Global,2124,Adult (early),100% reduction,607.936171765852,290.4878368376169,303.93895271516516
FALSE,Global,2125,Adult (early),100% reduction,608.1357768696595,289.20150112405776,305.36040666551685
FALSE,Global,2126,Adult (early),100% reduction,608.2931297829886,287.90685430971814,306.7494771272764
FALSE,Global,2127,Adult (early),100% reduction,608.4108225588608,286.60561290668966,308.1069707178135
FALSE,Global,2128,Adult (early),100% reduction,608.4904468220377,285.29833837755297,309.43388520851516
FALSE,Global,2129,Adult (early),100% reduction,608.5337874875507,283.98581372370336,310.731183031847
FALSE,Global,2130,Adult (early),100% reduction,608.5424568568887,282.66868844519996,311.9997990965996
FALSE,Global,2131,Adult (early),100% reduction,608.5177320970831,281.34736414686296,313.24058903455926
FALSE,Global,2132,Adult (early),100% reduction,608.4616666006584,280.0231293113432,314.454268230587
FALSE,Global,2133,Adult (early),100% reduction,608.3756868236618,278.69656487296584,315.64165409227087
FALSE,Global,2134,Adult (early),100% reduction,608.2614952919951,277.3685333810482,316.803546597991
FALSE,Global,2135,Adult (early),100% reduction,608.120387231741,276.0396267920761,317.94062246618654
FALSE,Global,2136,Adult (early),100% reduction,607.9534529505815,274.71032266770936,319.0534711166525
FALSE,Global,2137,Adult (early),100% reduction,607.7622154978542,273.3817003356018,320.14248732133865
FALSE,Global,2138,Adult (early),100% reduction,607.5475738065423,272.0541709269886,321.20813663450144
FALSE,Global,2139,Adult (early),100% reduction,607.3108933291339,270.72856714346506,322.2509074374218
FALSE,Global,2140,Adult (early),100% reduction,607.0529550420389,269.40527601785567,323.2711695603876
FALSE,Global,2141,Adult (early),100% reduction,606.7745560459099,268.08474528271483,324.26924241133406
FALSE,Global,2142,Adult (early),100% reduction,606.4762524012403,266.76738660007857,325.2452418323574
FALSE,Global,2143,Adult (early),100% reduction,606.158525816739,265.4534100530319,326.19941524846934
FALSE,Global,2144,Adult (early),100% reduction,605.8223599055976,264.1434019568338,327.1321175364275
FALSE,Global,2145,Adult (early),100% reduction,605.468156173747,262.8374988373041,328.0435893930683
FALSE,Global,2146,Adult (early),100% reduction,605.0965501894989,261.53602787125016,328.9341049947815
FALSE,Global,2147,Adult (early),100% reduction,604.70729070690345,260.2386345987682,329.8037762242136
FALSE,Global,2148,Adult (early),100% reduction,604.3007490959673,258.9454105133705,330.65285809397506
FALSE,Global,2023,Adult (late),100% reduction,226.393159596344,226.393159596344,0
FALSE,Global,2024,Adult (late),100% reduction,235.75150859128667,230.18787878982545,5.197012871052742
FALSE,Global,2025,Adult (late),100% reduction,245.06910148013498,233.93983930454732,10.394349001238822
FALSE,Global,2026,Adult (late),100% reduction,254.3144604233103,237.62893874626064,15.581207719120025
FALSE,Global,2027,Adult (late),100% reduction,263.48118873701003,241.26008176281644,20.74675176179695
FALSE,Global,2028,Adult (late),100% reduction,272.5702151786728,244.84248311094666,25.882736613684653
FALSE,Global,2029,Adult (late),100% reduction,281.5709474433756,248.36407222623825,30.99214661399746
FALSE,Global,2030,Adult (late),100% reduction,290.47222104985144,251.82154797655772,36.06761668047905
FALSE,Global,2031,Adult (late),100% reduction,299.2411160095844,255.1913646756773,41.100480682379725
FALSE,Global,2032,Adult (late),100% reduction,307.86745071323014,258.4769076204453,46.07774938261986
FALSE,Global,2033,Adult (late),100% reduction,316.3394250510931,261.67681846657183,50.98898938622379
FALSE,Global,2034,Adult (late),100% reduction,324.6762095011053,264.8074430867472,55.838516626452446
FALSE,Global,2035,Adult (late),100% reduction,332.85626231641675,267.85483166321563,60.6194428367672
FALSE,Global,2036,Adult (late),100% reduction,340.8533840435009,270.80120695565034,65.32405653930759
FALSE,Global,2037,Adult (late),100% reduction,348.6542583217392,273.6473874633608,69.93903087529182
FALSE,Global,2038,Adult (late),100% reduction,356.2339364857969,276.3806544890776,74.45222431114578
FALSE,Global,2039,Adult (late),100% reduction,363.6444206430731,279.0459735055275,78.87135867700673
FALSE,Global,2040,Adult (late),100% reduction,370.8704511928892,281.629594264925,83.1951964656763
FALSE,Global,2041,Adult (late),100% reduction,377.89592975732137,284.11804803933904,87.4213059697485
FALSE,Global,2042,Adult (late),100% reduction,384.7066313130674,286.5076556468029,91.5399763020115
FALSE,Global,2043,Adult (late),100% reduction,391.26624515770624,288.77506493189526,95.53880512271118
FALSE,Global,2044,Adult (late),100% reduction,397.6389110098009,290.9747343368063,99.42722133097648
FALSE,Global,2045,Adult (late),100% reduction,403.8229337144747,293.09896537980177,103.21071228812218
FALSE,Global,2046,Adult (late),100% reduction,409.81173607873154,295.1369381317997,106.89328534441185
FALSE,Global,2047,Adult (late),100% reduction,415.6007450822897,297.08755249679183,110.47214220196342
FALSE,Global,2048,Adult (late),100% reduction,421.14825814475535,298.92207826320936,113.93543754127121
FALSE,Global,2049,Adult (late),100% reduction,426.5189636609888,300.6994666210146,117.28821977143193
FALSE,Global,2050,Adult (late),100% reduction,431.7120031605339,302.4105247783394,120.53767994282245
FALSE,Global,2051,Adult (late),100% reduction,436.72353381550124,304.0433327496901,123.6917168962984
FALSE,Global,2052,Adult (late),100% reduction,441.55700362757875,305.6005656057377,126.75152803509712
FALSE,Global,2053,Adult (late),100% reduction,446.1757899328356,307.0549758542757,129.70904007595254
FALSE,Global,2054,Adult (late),100% reduction,450.6279864759674,308.4533534701557,132.56494943940163
FALSE,Global,2055,Adult (late),100% reduction,454.9128067993164,309.78746878987505,135.32512897976113
FALSE,Global,2056,Adult (late),100% reduction,459.03338617664144,311.04921290769863,138.000469937315
FALSE,Global,2057,Adult (late),100% reduction,463.0024334739122,312.2458193025246,140.59617173019504
FALSE,Global,2058,Adult (late),100% reduction,466.7952227844114,313.35328095577336,143.1120880564146
FALSE,Global,2059,Adult (late),100% reduction,470.45259034218884,314.41091704547404,145.54949564411163
FALSE,Global,2060,Adult (late),100% reduction,473.9614508407059,315.40204750968553,147.91086407314873
FALSE,Global,2061,Adult (late),100% reduction,477.32432198875523,316.31909195374203,150.20603472429562
FALSE,Global,2062,Adult (late),100% reduction,480.55447948881437,317.16970727460006,152.4403186910448
FALSE,Global,2063,Adult (late),100% reduction,483.6346009955931,317.9344210483141,154.61580902662277
FALSE,Global,2064,Adult (late),100% reduction,486.60604147294043,318.6572053727894,156.7298800883913
FALSE,Global,2065,Adult (late),100% reduction,489.43551014231207,319.3091035848913,158.7781293827982
FALSE,Global,2066,Adult (late),100% reduction,492.1252945743561,319.8866079870167,160.76639734352685
FALSE,Global,2067,Adult (late),100% reduction,494.6861586943998,320.3985956693048,162.69665164276887
FALSE,Global,2068,Adult (late),100% reduction,497.09924390023997,320.82537376898387,164.56963401942636
FALSE,Global,2069,Adult (late),100% reduction,499.4120880653324,321.21538541650773,166.38411627772808
FALSE,Global,2070,Adult (late),100% reduction,501.5840219849853,321.5349994877358,168.13359167928505
FALSE,Global,2071,Adult (late),100% reduction,503.6198695802307,321.78620947009085,169.82083961860752
FALSE,Global,2072,Adult (late),100% reduction,505.5344658609591,321.98185445326044,171.44772300334262
FALSE,Global,2073,Adult (late),100% reduction,507.3115626197796,322.10397089702036,173.0157698303318
FALSE,Global,2074,Adult (late),100% reduction,509.00030280250166,322.20043972428033,174.5254285800581
FALSE,Global,2075,Adult (late),100% reduction,510.5664672443447,322.23867328568747,175.97561755728054
FALSE,Global,2076,Adult (late),100% reduction,512.0217385862903,322.2244901305838,177.3715809086685
FALSE,Global,2077,Adult (late),100% reduction,513.388890507265,322.1735205237322,178.71954415499974
FALSE,Global,2078,Adult (late),100% reduction,514.6560043289156,322.0675502970066,180.02571915436363
FALSE,Global,2079,Adult (late),100% reduction,515.8652333603687,321.9469446972303,181.29094585040474
FALSE,Global,2080,Adult (late),100% reduction,516.9882999317408,321.7820582164745,182.51716535617925
FALSE,Global,2081,Adult (late),100% reduction,518.0337747765503,321.5772267148447,183.70794334846116
FALSE,Global,2082,Adult (late),100% reduction,519.0199292221832,321.344761693346,184.8682299163494
FALSE,Global,2083,Adult (late),100% reduction,519.9351298588924,321.06624501729584,186.00535148983764
FALSE,Global,2084,Adult (late),100% reduction,520.8084144597444,320.7736933113928,187.1156648868017
FALSE,Global,2085,Adult (late),100% reduction,521.6170940510187,320.44241650082495,188.20184502165412
FALSE,Global,2086,Adult (late),100% reduction,522.3622378534803,320.0732601897259,189.26401065320016
FALSE,Global,2087,Adult (late),100% reduction,523.0483513104791,319.67146113080787,190.3011018890209
FALSE,Global,2088,Adult (late),100% reduction,523.6633394715061,319.22243755583474,191.31649655013274
FALSE,Global,2089,Adult (late),100% reduction,524.2248696141205,318.751886084157,192.30155701719283
FALSE,Global,2090,Adult (late),100% reduction,524.715757450717,318.2413506131983,193.2583914151621
FALSE,Global,2091,Adult (late),100% reduction,525.1328202702971,317.69115780427455,194.18376649612713
FALSE,Global,2092,Adult (late),100% reduction,525.4739394685803,317.10415306497094,195.07277948250007
FALSE,Global,2093,Adult (late),100% reduction,525.7376683661632,316.4745355771742,195.93031840174484
FALSE,Global,2094,Adult (late),100% reduction,525.9358427074928,315.8229708871212,196.74666245427798
FALSE,Global,2095,Adult (late),100% reduction,526.0616261746836,315.1387441966715,197.5262497827854
FALSE,Global,2096,Adult (late),100% reduction,526.115246593853,314.42337431542586,198.2679485622921
FALSE,Global,2097,Adult (late),100% reduction,526.0935790051097,313.677711708292,198.9679701955719
FALSE,Global,2098,Adult (late),100% reduction,526.0071520538454,312.90567861973665,199.63265937170314
FALSE,Global,2099,Adult (late),100% reduction,525.8537858075485,312.1121358388729,200.25463475260068
FALSE,Global,2100,Adult (late),100% reduction,525.6446658286467,311.29906974143984,200.84265321224117
FALSE,Global,2101,Adult (late),100% reduction,525.3870896129265,310.46967698212626,201.4005119903965
FALSE,Global,2102,Adult (late),100% reduction,525.083324023941,309.62365999162387,201.93081950453282
FALSE,Global,2103,Adult (late),100% reduction,524.751101489809,308.7687450155096,202.44251378839587
FALSE,Global,2104,Adult (late),100% reduction,524.3799791550761,307.8991119769707,202.931262729084
FALSE,Global,2105,Adult (late),100% reduction,523.9849494763746,307.01957601950267,203.40633091803073
FALSE,Global,2106,Adult (late),100% reduction,523.5735589480047,306.13221072544286,203.87277647733498
FALSE,Global,2107,Adult (late),100% reduction,523.145954104948,305.23588154167174,204.33186113928605
FALSE,Global,2108,Adult (late),100% reduction,522.7143945697832,304.33507986035823,204.7904479499588
FALSE,Global,2109,Adult (late),100% reduction,522.2642307625971,303.4212867410641,205.24323247416496
FALSE,Global,2110,Adult (late),100% reduction,521.8006644544649,302.49594808376503,205.69350023003483
FALSE,Global,2111,Adult (late),100% reduction,521.3251126982545,301.55901342202185,206.142640921504
FALSE,Global,2112,Adult (late),100% reduction,520.8351410536309,300.6091091691475,206.58982980266953
FALSE,Global,2113,Adult (late),100% reduction,520.3332931045704,299.6472768715229,207.03631368290235
FALSE,Global,2114,Adult (late),100% reduction,519.8034863330516,298.66530429762173,207.4755283017664
FALSE,Global,2115,Adult (late),100% reduction,519.2430645022764,297.6638318481379,207.90409039389326
FALSE,Global,2116,Adult (late),100% reduction,518.6497232004147,296.6425513203068,208.32016261380863
FALSE,Global,2117,Adult (late),100% reduction,518.0208843374805,295.60176717165376,208.7211234312763
FALSE,Global,2118,Adult (late),100% reduction,517.354645317914,294.54150825099754,209.10518961937237
FALSE,Global,2119,Adult (late),100% reduction,516.6432866909952,293.45925723276804,209.46774489208508
FALSE,Global,2120,Adult (late),100% reduction,515.8844354576693,292.3552835626555,209.80628915977954
FALSE,Global,2121,Adult (late),100% reduction,515.077595173192,291.23018343632697,210.11982012485026
FALSE,Global,2122,Adult (late),100% reduction,514.2239537401229,290.0858645020866,210.4076637320814
FALSE,Global,2123,Adult (late),100% reduction,513.3239191484328,288.9233319468851,210.66927825205516
FALSE,Global,2124,Adult (late),100% reduction,512.3767782677088,287.74255142877485,210.90406219624043
FALSE,Global,2125,Adult (late),100% reduction,511.38276610958957,286.5445582610159,211.1112719102049
FALSE,Global,2126,Adult (late),100% reduction,510.341959798748,285.33010172427083,211.29030445986461
FALSE,Global,2127,Adult (late),100% reduction,509.2573189424276,284.1016479188452,211.44159691364956
FALSE,Global,2128,Adult (late),100% reduction,508.1314059879894,282.86076648388007,211.56606187028788
FALSE,Global,2129,Adult (late),100% reduction,506.96568847772505,281.60786127383136,211.66470284939672
FALSE,Global,2130,Adult (late),100% reduction,505.7632655690804,280.34458086597726,211.73884900427151
FALSE,Global,2131,Adult (late),100% reduction,504.526636841877,279.0719700555782,211.7898376625452
FALSE,Global,2132,Adult (late),100% reduction,503.2599301915808,277.79243747867775,211.8192215241413
FALSE,Global,2133,Adult (late),100% reduction,501.96645958160116,276.50741734689046,211.82872292478277
FALSE,Global,2134,Adult (late),100% reduction,500.6483523185549,275.217211148983,211.82004492347528
FALSE,Global,2135,Adult (late),100% reduction,499.30880819124224,273.9231215114746,211.79492089330577
FALSE,Global,2136,Adult (late),100% reduction,497.9500812923603,272.6256839296722,211.75493240094568
FALSE,Global,2137,Adult (late),100% reduction,496.5757316595869,271.3267028845358,211.70166835070705
FALSE,Global,2138,Adult (late),100% reduction,495.18822651348495,270.0269604823923,211.63667666699791
FALSE,Global,2139,Adult (late),100% reduction,493.78890161979297,268.7262712463379,211.56138179239463
FALSE,Global,2140,Adult (late),100% reduction,492.37967960650064,267.4252207006216,211.47701654187298
FALSE,Global,2141,Adult (late),100% reduction,490.9613808499308,266.1236440979948,211.38450157546234
FALSE,Global,2142,Adult (late),100% reduction,489.53609079272843,264.82283096271516,211.28454773771762
FALSE,Global,2143,Adult (late),100% reduction,488.1045204548121,263.5228748862524,211.17773641888905
FALSE,Global,2144,Adult (late),100% reduction,486.6664620804739,262.2231133421879,211.06452288011837
FALSE,Global,2145,Adult (late),100% reduction,485.2221279447393,260.9236442692938,210.9450238214693
FALSE,Global,2146,Adult (late),100% reduction,483.7707633950319,259.6238696582661,210.81912548963737
FALSE,Global,2147,Adult (late),100% reduction,482.31319496593,258.32492740234187,210.68652082281397
FALSE,Global,2148,Adult (late),100% reduction,480.8489243943434,257.02675622235205,210.5468178254242
FALSE,Global,2023,Ageing-related,100% reduction,339.6659438087864,339.6659438087864,0
FALSE,Global,2024,Ageing-related,100% reduction,381.27681157224845,346.881788362649,27.606696167031288
FALSE,Global,2025,Ageing-related,100% reduction,423.77652949672984,354.05522759747794,55.74057354674816
FALSE,Global,2026,Ageing-related,100% reduction,467.1007825074997,361.17030838518144,84.3409941370821
FALSE,Global,2027,Ageing-related,100% reduction,511.28606869869327,368.28789126425266,113.35900571901512
FALSE,Global,2028,Ageing-related,100% reduction,556.3379536029472,375.44034571008683,142.75528787598705
FALSE,Global,2029,Ageing-related,100% reduction,602.1226464444885,382.55098259186553,172.56282878375148
FALSE,Global,2030,Ageing-related,100% reduction,648.5983598511572,389.58421485948276,202.74551990161325
FALSE,Global,2031,Ageing-related,100% reduction,695.7065440381527,396.4904296434851,233.27069727665233
FALSE,Global,2032,Ageing-related,100% reduction,743.4983934115629,403.35296350800417,264.07930824068166
FALSE,Global,2033,Ageing-related,100% reduction,791.9945131703815,410.2118953091488,295.1490579670849
FALSE,Global,2034,Ageing-related,100% reduction,841.0220425590048,416.94084205860236,326.51567548457433
FALSE,Global,2035,Ageing-related,100% reduction,890.5039070146809,423.51534256804274,358.11342512191965
FALSE,Global,2036,Ageing-related,100% reduction,940.3354710281315,429.884710748724,389.8839300226717
FALSE,Global,2037,Ageing-related,100% reduction,990.5335494160862,436.1355179173946,421.73120239787863
FALSE,Global,2038,Ageing-related,100% reduction,1041.1196957904272,442.32426223706625,453.6300844283209
FALSE,Global,2039,Ageing-related,100% reduction,1091.9197096462508,448.32488631179524,485.63369928600787
FALSE,Global,2040,Ageing-related,100% reduction,1142.8140586423053,454.12187466839026,517.652062426713
FALSE,Global,2041,Ageing-related,100% reduction,1193.6600036155548,459.67776591693115,549.600727851636
FALSE,Global,2042,Ageing-related,100% reduction,1244.4414105526257,465.08183224090004,581.3372728140564
FALSE,Global,2043,Ageing-related,100% reduction,1295.1858689660874,470.4084140363064,612.8341829897308
FALSE,Global,2044,Ageing-related,100% reduction,1345.7600663334351,475.54667714641573,644.2104438091926
FALSE,Global,2045,Ageing-related,100% reduction,1396.043426153102,480.4838214582367,675.3886688041563
FALSE,Global,2046,Ageing-related,100% reduction,1445.87523514176,485.1857747813377,706.3163723290329
FALSE,Global,2047,Ageing-related,100% reduction,1495.2241804199962,489.7130062731018,736.8237674939289
FALSE,Global,2048,Ageing-related,100% reduction,1544.1281463950024,494.1404204782505,766.8044099534435
FALSE,Global,2049,Ageing-related,100% reduction,1592.5108612717609,498.3951276652031,796.4373844912567
FALSE,Global,2050,Ageing-related,100% reduction,1640.2891932191428,502.46831226408005,825.7009953748684
FALSE,Global,2051,Ageing-related,100% reduction,1687.316714256896,506.3197854430284,854.5283428251257
FALSE,Global,2052,Ageing-related,100% reduction,1733.5348628253441,509.9711779018269,882.7924036170082
FALSE,Global,2053,Ageing-related,100% reduction,1778.9467398887873,513.4735982575693,910.3581465934438
FALSE,Global,2054,Ageing-related,100% reduction,1823.518784110714,516.8187169335861,937.3898172913304
FALSE,Global,2055,Ageing-related,100% reduction,1867.2117952298888,520.0205718917942,963.9232670215321
FALSE,Global,2056,Ageing-related,100% reduction,1909.9075306920224,523.0301272234935,989.8852537441139
FALSE,Global,2057,Ageing-related,100% reduction,1951.5454741676474,525.8518273268919,1015.1760700186319
FALSE,Global,2058,Ageing-related,100% reduction,1992.097597402091,528.51167972581,1039.61626488235
FALSE,Global,2059,Ageing-related,100% reduction,2031.554404036195,531.0586088285913,1063.322307685458
FALSE,Global,2060,Ageing-related,100% reduction,2069.91817651404,533.5268337081013,1086.4380822419796
FALSE,Global,2061,Ageing-related,100% reduction,2107.1242365321873,535.8461477047739,1108.9764090152921
FALSE,Global,2062,Ageing-related,100% reduction,2143.157861869962,538.0083073940706,1130.9573089591113
FALSE,Global,2063,Ageing-related,100% reduction,2178.0245702625016,540.0013009433909,1152.237506103322
FALSE,Global,2064,Ageing-related,100% reduction,2211.799862085304,541.906698363472,1172.692817957531
FALSE,Global,2065,Ageing-related,100% reduction,2244.5034494389715,543.760905174634,1192.4235202138852
FALSE,Global,2066,Ageing-related,100% reduction,2276.0704257771854,545.469878558609,1211.5529276352693
FALSE,Global,2067,Ageing-related,100% reduction,2306.5044749663475,547.0212075302896,1230.1139776429147
FALSE,Global,2068,Ageing-related,100% reduction,2335.7852670641632,548.376130493269,1248.1423355697366
FALSE,Global,2069,Ageing-related,100% reduction,2364.0259776895964,549.6359135543919,1265.5709835639134
FALSE,Global,2070,Ageing-related,100% reduction,2391.273355869331,550.8248194263649,1282.3586092917785
FALSE,Global,2071,Ageing-related,100% reduction,2417.4822246963254,551.8467178705273,1298.5937102430764
FALSE,Global,2072,Ageing-related,100% reduction,2442.6448794545277,552.6955744893561,1314.2816483636693
FALSE,Global,2073,Ageing-related,100% reduction,2466.705081403017,553.3403317044601,1329.447170907877
FALSE,Global,2074,Ageing-related,100% reduction,2489.763092414972,553.9015506871224,1344.0407008264522
FALSE,Global,2075,Ageing-related,100% reduction,2511.823873776634,554.378353456709,1358.0026016438617
FALSE,Global,2076,Ageing-related,100% reduction,2532.842749600355,554.7010057209186,1371.4382562428914
