year,age_name,age_no,cause_name,cluster_4,val,val_std
2023,0-1 years,0,Acne vulgaris,Adult (early),0,-0.46094747813981535
2023,0-1 years,0,Acute glomerulonephritis,Ageing-related,5.857544037610312,-0.27346134056656884
2023,0-1 years,0,Acute hepatitis A,Infant,332.8668915401911,4.092436313406908
2023,0-1 years,0,Acute hepatitis B,Infant,330.191030517787,4.394553965714492
2023,0-1 years,0,Acute hepatitis C,Infant,12.636454926825325,3.3563291556627592
2023,0-1 years,0,Acute hepatitis E,Infant,57.501952184388905,4.441398751835469
2023,0-1 years,0,Acute lymphoid leukemia,Infant,122.63086225934413,1.938761729883643
2023,0-1 years,0,Acute myeloid leukemia,Ageing-related,48.77124704601135,-0.561187602051084
2023,0-1 years,0,Adverse effects of medical treatment,Infant,588.5313767403377,3.993710390789374
2023,0-1 years,0,African trypanosomiasis,Adult (early),0,-1.012903746036894
2023,0-1 years,0,Age-related and other hearing loss,Ageing-related,13.590958486951427,-0.8939430337157523
2023,0-1 years,0,Age-related macular degeneration,Ageing-related,0,-0.5647291487955499
2023,0-1 years,0,Alcohol use disorders,Adult (early),1.1317856293370367,-1.3007409428391719
2023,0-1 years,0,Alcoholic cardiomyopathy,Adult (late),0,-1.1372498264861632
2023,0-1 years,0,Alopecia areata,Adult (early),0,-1.9075399141350373
2023,0-1 years,0,Alzheimer's disease and other dementias,Ageing-related,0,-0.43230697421190734
2023,0-1 years,0,Amphetamine use disorders,Adult (early),0,-0.75420783030903
2023,0-1 years,0,Anorexia nervosa,Adult (early),0,-0.703049646362537
2023,0-1 years,0,Anxiety disorders,Adult (early),0,-2.2362932798193875
2023,0-1 years,0,Aortic aneurysm,Ageing-related,0,-0.6595678987678765
2023,0-1 years,0,Appendicitis,Ageing-related,0,-2.0019938895394533
2023,0-1 years,0,Asbestosis,Ageing-related,0,-0.625768552376101
2023,0-1 years,0,Ascariasis,Infant,28.55175911615563,0.9171021822324966
2023,0-1 years,0,Asthma,Ageing-related,0,-1.3824731175079947
2023,0-1 years,0,Atopic dermatitis,Ageing-related,0,-0.961678203377201
2023,0-1 years,0,Atrial fibrillation and flutter,Ageing-related,0,-0.4830643820624895
2023,0-1 years,0,Attention-deficit/hyperactivity disorder,Adult (early),0,-0.7691310402660485
2023,0-1 years,0,Autism spectrum disorders,Infant,185.2871808561519,1.516682099253528
2023,0-1 years,0,Benign and in situ cervical and uterine neoplasms,Adult (early),0,0
2023,0-1 years,0,Benign and in situ intestinal neoplasms,Adult (early),0,0
2023,0-1 years,0,Benign prostatic hyperplasia,Adult (late),0,-0.7389481699840825
2023,0-1 years,0,Bipolar disorder,Adult (early),0,-1.5346346505964936
2023,0-1 years,0,Bladder cancer,Ageing-related,0,-0.6640887013452914
2023,0-1 years,0,Brain and central nervous system cancer,Adult (late),97.70523851304466,-0.557494160219515
2023,0-1 years,0,Breast cancer,Ageing-related,0,-1.0472984838704775
2023,0-1 years,0,Bulimia nervosa,Adult (early),0,-0.7463442833854286
2023,0-1 years,0,Burkitt lymphoma,Infant,0,-1.2154569824965504
2023,0-1 years,0,Cannabis use disorders,Adult (early),0,-0.7205333247722397
2023,0-1 years,0,Caries of deciduous teeth,Infant,0,-0.3518613596772982
2023,0-1 years,0,Caries of permanent teeth,Adult (early),0,-1.8865721832118028
2023,0-1 years,0,Cataract,Ageing-related,0,-0.6874953751154954
2023,0-1 years,0,Cellulitis,Ageing-related,49.33528955675449,0.3092570542938664
2023,0-1 years,0,Cervical cancer,Adult (late),0,-1.2952445477846373
2023,0-1 years,0,Chagas disease,Ageing-related,0.04093821744188882,-0.815862527917577
2023,0-1 years,0,Chlamydial infection,Adult (early),0,-1.0827080137613103
2023,0-1 years,0,Chronic hepatitis B including cirrhosis,Adult (late),0.00627437962729699,-1.3284417174389263
2023,0-1 years,0,Chronic hepatitis C including cirrhosis,Adult (late),0.00482249840235343,-1.3182369483011482
2023,0-1 years,0,Chronic kidney disease due to diabetes mellitus type 1,Adult (late),1.2822758780850083,-0.8817237249827463
2023,0-1 years,0,Chronic kidney disease due to diabetes mellitus type 2,Ageing-related,0,-0.7245485689413778
2023,0-1 years,0,Chronic kidney disease due to glomerulonephritis,Ageing-related,48.30178910762553,-0.691117857324202
2023,0-1 years,0,Chronic kidney disease due to hypertension,Ageing-related,0,-0.5062322918066805
2023,0-1 years,0,Chronic kidney disease due to other and unspecified causes,Ageing-related,165.93033234094182,-0.46177635288295393
2023,0-1 years,0,Chronic lymphoid leukemia,Ageing-related,0,-0.6407530926491759
2023,0-1 years,0,Chronic myeloid leukemia,Ageing-related,3.331903960085331,-0.8658767206659383
2023,0-1 years,0,Chronic obstructive pulmonary disease,Ageing-related,0,-0.6537927619808005
2023,0-1 years,0,Cirrhosis due to alcohol,Adult (late),0,-1.1021522670386759
2023,0-1 years,0,Cirrhosis due to other causes,Ageing-related,1.2767515308292812,-2.487198019463647
2023,0-1 years,0,Coal workers pneumoconiosis,Ageing-related,0,-0.729456817782272
2023,0-1 years,0,Cocaine use disorders,Adult (early),0,-1.0579473026083313
2023,0-1 years,0,Colon and rectum cancer,Ageing-related,0,-0.8009821482217908
2023,0-1 years,0,Conduct disorder,Adult (early),0,-0.3675039242257175
2023,0-1 years,0,Conflict and terrorism,Adult (early),49.646632859205376,-0.483204832179753
2023,0-1 years,0,Congenital heart anomalies,Infant,14626.70508486831,4.462641020433673
2023,0-1 years,0,Congenital musculoskeletal and limb anomalies,Infant,722.1495995714031,4.36954168508614
2023,0-1 years,0,Contact dermatitis,Adult (late),0,-1.6467590570856148
2023,0-1 years,0,COVID-19,Ageing-related,2215.2530273137522,0.6357012649108986
2023,0-1 years,0,Crohn's disease,Ageing-related,0,-1.2236365897204462
2023,0-1 years,0,Cutaneous and mucocutaneous leishmaniasis,Adult (late),0.5778670453352552,-1.8463266629670003
2023,0-1 years,0,Cyclist road injuries,Adult (late),0,-1.7105066680901164
2023,0-1 years,0,Cystic echinococcosis,Adult (late),0,-1.8525113107525655
2023,0-1 years,0,Cysticercosis,Ageing-related,0,-1.0108716575912182
