figure,figure_title,source_file,year,age_name,age_no,cause_name,cluster_4,val,val_std,age,measure,location_name,exp_loss,type,income_group,growth_transitions,location,diseases,scenario,both,disability,mortality,start_year,no_births,eradication,W,Wnewborn,W_start,Wnewborn_start,erad,W_lag,Wnewborn_lag,erad_lag,erad_diff,dW_dd,dWnewborn_dd,d2W_dd2,d2Wnewborn_dd2,W_elast_1,Wnewborn_elast_1,W_elast_2,Wnewborn_elast_2,W_sum,Wnewborn_sum,dW_dd_sum,dWnewborn_dd_sum,d2W_dd2_sum,W_elast_1_sum,W_elast_2_sum,W_relative,W_sum_relative,complementarity_label
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Cirrhosis due to other causes,Ageing-related,122.34497907850552,0.752295252891906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Coal workers pneumoconiosis,Ageing-related,7.190833368845665,1.7255776019774463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Cocaine use disorders,Adult (early),3.5417174108479306,-0.7802521753125904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Colon and rectum cancer,Ageing-related,2725.295358050465,1.9504580020351654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Conduct disorder,Adult (early),0,-0.3675039242257175,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Conflict and terrorism,Adult (early),6.503012591856961,-0.8126009612996531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Congenital heart anomalies,Infant,5.506423191828154,-0.24831265783411965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Congenital musculoskeletal and limb anomalies,Infant,6.529756309269775,-0.37531208559923424,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Contact dermatitis,Adult (late),63.02208707288314,0.33200486991107425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,COVID-19,Ageing-related,4477.724412859548,1.9732003485929561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Crohn's disease,Ageing-related,16.929717028470485,1.4687421539304764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Cutaneous and mucocutaneous leishmaniasis,Adult (late),12.624831387282295,0.491085348474778,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Cyclist road injuries,Adult (late),57.69089271360505,-0.08494448699237975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Cystic echinococcosis,Adult (late),1.3779827859331064,0.22740899158025493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Cysticercosis,Ageing-related,64.19359941202006,1.4672230766992813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Decubitus ulcer,Ageing-related,260.57170668831867,1.901961464627298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Dengue,Infant,44.81862481140936,-0.07818859126481534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Diabetes mellitus type 1,Infant,29.968145616257154,-0.45786496365282003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Diabetes mellitus type 2,Ageing-related,5229.738216576223,1.4448371696007176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Diarrheal diseases,Infant,2376.807919337947,0.2383431534952545,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Dietary iron deficiency,Infant,236.08088180697325,-0.8715765890614288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Digestive congenital anomalies,Infant,0.5184714336396686,-0.2267225703956481,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Diphtheria,Infant,0,-0.4484461035547098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Down syndrome,Infant,0,-0.2821684866909487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Drowning,Infant,123.99136294415052,-0.4656152271388549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Drug-susceptible tuberculosis,Infant,704.9501396280442,0.23807905277514552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Dysthymia,Adult (late),153.7555756161406,0.5179360039684288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Ebola,Adult (early),0,-1.2008313607483099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Ectopic pregnancy,Adult (early),0,-0.5966989224334539,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Edentulism,Ageing-related,1027.218048145869,1.772751739756534,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Electrocution,Infant,4.280193730301409,-0.9169740863747348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Encephalitis,Infant,55.016609396944595,-0.20357211968640487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Endocarditis,Ageing-related,364.7645220107442,2.00166144914841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Endometriosis,Adult (early),0,-0.6638434817319363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Environmental heat and cold exposure,Ageing-related,176.01652999060764,2.131534000536142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Esophageal cancer,Adult (late),646.4828639441317,0.9926340538696856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Exposure to forces of nature,Infant,87.30844705138931,0.10820396514503972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Extensively drug-resistant tuberculosis,Adult (late),4.560510621068086,0.3262707386423693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Falls,Ageing-related,7875.991955953659,2.189573316232344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Female infertility,Adult (early),0,-0.5176847118837286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,"Fire, heat, and hot substances",Infant,177.15014266710168,0.1835669000488681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Food-borne trematodiases,Adult (late),17.777117307231144,0.3274683888208368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Foreign body in eyes,Adult (late),5.328137155362208,0.37789523331966474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Foreign body in other body part,Ageing-related,15.1492373719423,1.4616066472613027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Fungal skin diseases,Infant,30.472160007498545,0.3586612426031663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,G6PD deficiency,Infant,2.895801594146767,-1.081195375866363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,G6PD trait,Infant,0.1693771483169167,-0.27638872690448446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Gallbladder and biliary diseases,Ageing-related,1152.7467407528272,2.016300722399974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Gallbladder and biliary tract cancer,Ageing-related,438.68366245863047,1.8621691568131367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Gastritis and duodenitis,Ageing-related,157.259700248702,1.9055696149997954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Gastroesophageal reflux disease,Adult (late),99.05065738304684,0.22311025450929625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Genital herpes,Adult (late),2.535857088146029,-0.03769091465044004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Genital prolapse,Ageing-related,28.2835798350964,1.6582640607752859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Glaucoma,Ageing-related,128.59919529336634,1.9221796932794373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Gonococcal infection,Adult (early),1.0430766747047733,0.2909273779921469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Gout,Ageing-related,101.4076579854726,1.4332681805954404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Guinea worm disease,Adult (early),8.900690881579853e-7,-0.8442189659801427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Hemolytic disease and other neonatal jaundice,Infant,0.10332580220071444,-0.2522446903741954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Hepatoblastoma,Infant,0,-0.37325682528767723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,HIV/AIDS - Drug-susceptible Tuberculosis,Adult (early),6.908000768480201,-1.0845282531362952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,HIV/AIDS - Extensively drug-resistant Tuberculosis,Adult (early),0.02031053436171426,-0.8894809248810776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,HIV/AIDS - Multidrug-resistant Tuberculosis without extensive drug resistance,Adult (early),0.6709338213437879,-1.0918276599769519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,HIV/AIDS resulting in other diseases,Adult (early),28.39516874296439,-1.0617540486087294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Hodgkin lymphoma,Adult (late),15.632637803262314,0.20781149785148353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Hookworm disease,Infant,1.5525731808115864,-0.7872819789054104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Hypertensive heart disease,Ageing-related,7035.201701187601,2.0547598366677975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Idiopathic developmental intellectual disability,Adult (early),17.27808312633765,-1.7434341716329893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Idiopathic epilepsy,Infant,262.2182935350429,0.5774139950249425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Indirect maternal deaths,Adult (early),0,-0.5662989522843228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,"Inguinal, femoral, and abdominal hernia",Ageing-related,208.34292267903967,1.794712102297081,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Interstitial lung disease and pulmonary sarcoidosis,Ageing-related,807.3167694531928,2.09292006734978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Intracerebral hemorrhage,Ageing-related,5841.079554664093,1.7417395191812748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Invasive Non-typhoidal Salmonella (iNTS),Infant,5.8451795467099945,-0.4431432860071465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Iodine deficiency,Adult (early),9.290648883819255,-0.8693396305702495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Ischemic heart disease,Ageing-related,32931.63878286855,2.1408242171290253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Ischemic stroke,Ageing-related,15601.222385438432,2.1044650346051452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Kidney cancer,Ageing-related,343.5692860425896,1.8672173126489338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Klinefelter syndrome,Adult (early),7.580708271447e-4,-1.0386873811304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Larynx cancer,Adult (late),94.7137455582886,0.40849785583075526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Late maternal deaths,Adult (early),0,-0.6119492670445579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Latent tuberculosis infection,Adult (early),0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Leprosy,Adult (late),0.41637225197645,0.634470722215269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Lip and oral cavity cancer,Adult (late),264.4722951138081,1.1864194925179727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Liver cancer due to alcohol use,Adult (late),55.10741041053028,0.17279409843456017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Liver cancer due to hepatitis B,Adult (late),76.22579640634231,-0.12965466071300108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Liver cancer due to hepatitis C,Ageing-related,346.8163065721838,1.8558483965799832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Liver cancer due to NASH,Adult (late),48.82879755941337,1.0817486979510953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Liver cancer due to other causes,Adult (late),17.223340237148093,0.5469321165729105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Low back pain,Adult (late),1930.589592248491,0.9399033934333665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Lower extremity peripheral arterial disease,Ageing-related,612.1272747510086,1.9927174026345853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Lower respiratory infections,Infant,8393.40091994376,0.7009581536794381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Lymphatic filariasis,Adult (early),6.154553455405263,-1.1438482896956872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Major depressive disorder,Adult (early),576.906526819684,0.08308330020356387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Malaria,Infant,6.811600032414968,-0.39629100578751575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Male infertility,Adult (early),0,-0.5508422040656203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Malignant neoplasm of bone and articular cartilage,Adult (late),57.51122426075248,0.6845114832136252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Malignant skin melanoma,Ageing-related,159.60735266274494,1.9738376617566695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Maternal abortion and miscarriage,Adult (early),0,-0.600964932232598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Maternal deaths aggravated by HIV/AIDS,Adult (early),0,-0.5906333803749626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Maternal hemorrhage,Adult (early),0,-0.6000228954129809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Figure 1,Figure 1: Disease Clusters 2023: Centroids and Individual Diseases,f1_clusters4.csv,2023,90-94 years,90,Maternal hypertensive disorders,Adult (early),0,-0.574321508565594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
