start_year,no_births,growth_transitions,diseases,type,location,eradication,W,Wnewborn,W_start,Wnewborn_start,erad,W_lag,Wnewborn_lag,erad_lag,erad_diff,dW_dd,dWnewborn_dd,d2W_dd2,d2Wnewborn_dd2,W_elast_1,Wnewborn_elast_1,W_elast_2,Wnewborn_elast_2,W_sum,Wnewborn_sum,dW_dd_sum,dWnewborn_dd_sum,d2W_dd2_sum,W_elast_1_sum,W_elast_2_sum,W_relative,W_sum_relative,complementarity_label
2023,FALSE,FALSE,Ageing-related,Both,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,174704573378.84415,1332958478.6291215,1.05,-0.050000000000000044,-21509487403.405743,-183202865.3586577,-222619371017.82187,-2558228579.8358755,-0.12311920053038769,-0.13744078926379785,-1.2742618393570915,-1.9192110038317776,175780047749.01443,1342118621.8970544,-21618294239.58006,-184391693.6019562,-133479534708.73924,-0.12339195208014886,-0.7623312185920728,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Both,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91256837414.63324,783940171.268083,1.05,-0.050000000000000044,-16628634957.858871,-119015716.36112203,-240617814390.38043,-1735860563.9657943,-0.18221796228051654,-0.15181734617401355,-2.6367099847775,-2.214276838445347,92088269162.52618,789890957.0861391,-16772224214.625229,-120037139.04579628,-122423071002.44081,-0.18296687924291546,-1.3352126952747023,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Disability,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,954151897400.1272,7890693641.104634,1.05,-0.050000000000000044,-62969692631.16694,-514649565.6693263,-0.9765624999999983,-0.007629394531249987,-0.06599545921644838,-0.0652223478793278,-1.0234874579832997e-12,-9.668851533541394e-13,957300382031.6855,7916426119.388101,-62969692631.16694,-514649565.6693263,-0.9765624999999983,-0.06599545921644838,-1.0234874579832997e-12,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Disability,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175385295800.9135,1338584166.497303,1.05,-0.050000000000000044,-7895038962.018426,-70689107.99502844,0,0,-0.04501539838881581,-0.05280886309898755,0,0,175780047749.01443,1342118621.8970544,-7895038962.018426,-70689107.99502844,0,-0.04501539838881581,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Disability,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91649860160.12408,786744994.9897534,1.05,-0.050000000000000044,-8768180048.041985,-62919241.92771429,0.12207031249999979,0,-0.09567041381975758,-0.07997412418052148,1.3319203355763693e-12,0,92088269162.52618,789890957.0861391,-8768180048.041985,-62919241.92771429,0.12207031249999979,-0.09567041381975758,1.3319203355763693e-12,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Mortality,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,953198237286.4747,7882889958.5623045,1.05,-0.050000000000000044,-82042894904.21623,-670723216.515922,-1098659697604.4902,-10431132472.04588,-0.0860711777413401,-0.08508595452196945,-1.152603576704159,-1.3232624744070798,957300382031.6855,7916426119.388101,-82042894904.21623,-670723216.515922,-1098659697604.4902,-0.0860711777413401,-1.152603576704159,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Mortality,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175093884985.13635,1336433492.616708,1.05,-0.050000000000000044,-13723255277.561634,-113702585.60692777,-133479534708.73924,-1580659386.3048525,-0.07837655369133305,-0.08507912008722601,-0.7623312185920728,-1.1827445174319564,175780047749.01443,1342118621.8970544,-13723255277.561634,-113702585.60692777,-133479534708.73924,-0.07837655369133305,-0.7623312185920728,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Mortality,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91688066954.19702,787035062.230235,1.05,-0.050000000000000044,-8004044166.583245,-57117897.118081994,-122423071002.56288,-894623485.5041488,-0.08729646542315789,-0.0725735102019801,-1.3352126952760341,-1.1367009278710387,92088269162.52618,789890957.0861391,-8004044166.583245,-57117897.118081994,-122423071002.56288,-0.08729646542315789,-1.3352126952760341,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Both,Global,0.05000000000000002,962796274209.4475,7949029177.68726,957300382031.6855,7916426119.388101,0.95,957300382031.6855,7916426119.388101,1,-0.050000000000000044,-109917843555.23917,-652061165.9831804,-382624204504.00323,-1392570484.1314292,-0.11482064106352881,-0.0823681237150965,-0.3996908511536965,-0.17590898508114514,962790293207.5845,7948999400.460933,-109798223517.98087,-651465621.4566225,-286098504265.7237,-0.11469568547017113,-0.2988596992498162,1.0057410320531766,1.0057347842735085,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Both,Low Income,0.05000000000000002,177727788453.58508,1351596896.8128982,175780047749.01443,1342118621.8970544,0.95,175780047749.01443,1342118621.8970544,1,-0.050000000000000044,-38954814091.412926,-189565498.31687433,-197346994062.048,-589790618.8184608,-0.22161112475651457,-0.14124347522197983,-1.1226928004014862,-0.43944745955823566,177725326354.18625,1351586650.0728848,-38905572103.43624,-189360563.5166071,-157484665127.2321,-0.22133099064227774,-0.8959188892251002,1.0110805562378258,1.0110665495321138,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Both,High Income,0.05000000000000002,92204019831.7808,790818144.7745863,92088269162.52618,789890957.0861391,0.95,92088269162.52618,789890957.0861391,1,-0.050000000000000044,-2315013385.0924664,-18543753.768944725,-1403556997.8046393,-10086604.570405167,-0.025139069353195348,-0.02347634645337824,-0.015241430972358787,-0.012769616464042143,92203982691.97003,790817875.380376,-2314270588.876951,-18538365.884740338,-808240792.848681,-0.025131003220317943,-0.008776805126201473,1.0012569534676599,1.001256550161016,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Disability,Global,0.05000000000000002,958394635459.5039,7925451492.423407,957300382031.6855,7916426119.388101,0.95,957300382031.6855,7916426119.388101,1,-0.050000000000000044,-21885068556.36717,-180507460.7061194,-0.9963989257812482,-1.5497207641601535e-4,-0.022861234537398103,-0.02280163523083213,-1.0408425030256266e-12,-1.9576014994502837e-14,958394635459.5039,7925451492.423407,-21885068556.36717,-180507460.7061194,-0.9963989257812482,-0.022861234537398103,-1.0408425030256266e-12,1.00114306172687,1.00114306172687,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Disability,Low Income,0.05000000000000002,176031805218.48755,1344012731.8371775,175780047749.01443,1342118621.8970544,0.95,175780047749.01443,1342118621.8970544,1,-0.050000000000000044,-5035149389.4622755,-37882198.80246159,-0.004577636718749992,0.0018715858459472624,-0.028644601329564187,-0.02822567110268983,-2.6041844779141938e-14,1.3945010637746893e-12,176031805218.48755,1344012731.8371775,-5035149389.4622755,-37882198.80246159,-0.004577636718749992,-0.028644601329564187,-2.6041844779141938e-14,1.0014322300664782,1.0014322300664782,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Disability,High Income,0.05000000000000002,92144241151.26146,790377029.3449289,92088269162.52618,789890957.0861391,0.95,92088269162.52618,789890957.0861391,1,-0.050000000000000044,-1119439774.7055044,-9721445.175795546,-0.12302398681640603,-8.940696716308579e-6,-0.012156160441345792,-0.012307325572706113,-1.3359354881486753e-12,-1.1318899952077282e-14,92144241151.26146,790377029.3449289,-1119439774.7055044,-9721445.175795546,-0.12302398681640603,-0.012156160441345792,-1.3359354881486753e-12,1.0006078080220673,1.0006078080220673,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Mortality,Global,0.05000000000000002,961696039779.7662,7939974027.425626,957300382031.6855,7916426119.388101,0.95,957300382031.6855,7916426119.388101,1,-0.050000000000000044,-87913154961.6137,-470958160.7505031,-286098504264.7273,-913536810.2802738,-0.09183445093277302,-0.05949125952139951,-0.29885969924877537,-0.11539762975150275,961696039779.7662,7939974027.425626,-87913154961.6137,-470958160.7505031,-286098504264.7273,-0.09183445093277302,-0.29885969924877537,1.0045917225466388,1.0045917225466388,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Mortality,Low Income,0.05000000000000002,177473568884.71313,1349692540.1327617,175780047749.01443,1342118621.8970544,0.95,175780047749.01443,1342118621.8970544,1,-0.050000000000000044,-33870422713.97397,-151478364.7141455,-157484665127.2275,-424584336.1531727,-0.19268638931271354,-0.11286510912130424,-0.8959188892250741,-0.316353807499543,177473568884.71313,1349692540.1327617,-33870422713.97397,-151478364.7141455,-157484665127.2275,-0.19268638931271354,-0.8959188892250741,1.0096343194656356,1.0096343194656356,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Mortality,High Income,0.05000000000000002,92148010703.23476,790331803.1215863,92088269162.52618,789890957.0861391,0.95,92088269162.52618,789890957.0861391,1,-0.050000000000000044,-1194830814.1714468,-8816920.70894479,-808240792.725657,-5768623.17276745,-0.012974842778972151,-0.011162199832581814,-0.008776805124865538,-0.0073030626835475605,92148010703.23476,790331803.1215863,-1194830814.1714468,-8816920.70894479,-808240792.725657,-0.012974842778972151,-0.008776805124865538,1.0006487421389485,1.0006487421389485,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Both,Global,0.05000000000000002,960476400318.1384,7938845459.989428,957300382031.6855,7916426119.388101,0.95,957300382031.6855,7916426119.388101,1,-0.050000000000000044,-63520365729.05756,-448386812.02653843,-64743147760.797005,-345643633.1409687,-0.06635364084389879,-0.05664005515423119,-0.06763096409028078,-0.04366157505019262,960473669276.834,7938829656.838706,-63465744902.966255,-448070749.0121265,-20947465630.915794,-0.06629658369954104,-0.02188181058327673,1.003317682042195,1.0033148291849772,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Both,Low Income,0.05000000000000002,176659374987.0883,1347476490.0263934,175780047749.01443,1342118621.8970544,0.95,175780047749.01443,1342118621.8970544,1,-0.050000000000000044,-17586544761.477036,-107157362.5867795,-31034876235.85505,-144802846.39558765,-0.10004858336702574,-0.07984194603850663,-0.17655517013038843,-0.10789124301912456,176658211833.1898,1347470463.1293418,-17563281683.507675,-107036824.64574805,-12360426133.071878,-0.09991624139609524,-0.0703175718254473,1.0050024291683513,1.0049958120698046,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Both,High Income,0.05000000000000002,92382216236.23894,792181580.5093321,92088269162.52618,789890957.0861391,0.95,92088269162.52618,789890957.0861391,1,-0.050000000000000044,-5878941474.255061,-45812468.46385952,-4020364299.93171,-25667833.545723513,-0.06384028636567533,-0.057998471881307516,-0.043657724664541,-0.03249541384852744,92382022412.01013,792180313.9605402,-5875064989.679255,-45787137.48802181,-915151265.0199875,-0.06379819105200445,-0.009937761599198276,1.0031920143182838,1.0031899095526,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Disability,Global,0.05000000000000002,959231651321.6869,7932241845.289532,957300382031.6855,7916426119.388101,0.95,957300382031.6855,7916426119.388101,1,-0.050000000000000044,-38625385800.026825,-316314518.0286214,0.9429931640624983,-2.861022949218745e-4,-0.040348240244145614,-0.03995673214885897,9.850546200150647e-13,-3.6140335374466776e-14,959231651321.6869,7932241845.289532,-38625385800.026825,-316314518.0286214,0.9429931640624983,-0.040348240244145614,9.850546200150647e-13,1.0020174120122072,1.0020174120122072,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Disability,Low Income,0.05000000000000002,176196667679.76633,1345368399.5933003,175780047749.01443,1342118621.8970544,0.95,175780047749.01443,1342118621.8970544,1,-0.050000000000000044,-8332398615.037834,-64995553.924918115,-0.007629394531249987,0.0018477439880371061,-0.047402414106378875,-0.048427577759891566,-4.340307463190323e-14,1.3767367190132282e-12,176196667679.76633,1345368399.5933003,-8332398615.037834,-64995553.924918115,-0.007629394531249987,-0.047402414106378875,-4.340307463190323e-14,1.002370120705319,1.002370120705319,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Disability,High Income,0.05000000000000002,92295149468.26013,791631645.5891721,92088269162.52618,789890957.0861391,0.95,92088269162.52618,789890957.0861391,1,-0.050000000000000044,-4137606114.6789513,-34813770.06066081,-0.0038146972656249935,-2.980232238769526e-5,-0.04493087069946453,-0.044074146878559976,-4.1424356221664354e-14,-3.7729666506924275e-14,92295149468.26013,791631645.5891721,-4137606114.6789513,-34813770.06066081,-0.0038146972656249935,-0.04493087069946453,-4.1424356221664354e-14,1.0022465435349732,1.0022465435349732,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Mortality,Global,0.05000000000000002,958542399986.8325,7923013930.937276,957300382031.6855,7916426119.388101,0.95,957300382031.6855,7916426119.388101,1,-0.050000000000000044,-24840359102.93943,-131756230.98350513,-20947465631.858788,-92341547.87456973,-0.02594834345539543,-0.016643398043066585,-0.021881810584261786,-0.011664549947408245,958542399986.8325,7923013930.937276,-24840359102.93943,-131756230.98350513,-20947465631.858788,-0.02594834345539543,-0.021881810584261786,1.0012974171727698,1.0012974171727698,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Mortality,Low Income,0.05000000000000002,176241591902.43793,1344220685.433096,175780047749.01443,1342118621.8970544,0.95,175780047749.01443,1342118621.8970544,1,-0.050000000000000044,-9230883068.469841,-42041270.72082993,-12360426133.064249,-48106671.69765524,-0.05251382728971637,-0.0313245565890484,-0.0703175718254039,-0.03584382998103219,176241591902.43793,1344220685.433096,-9230883068.469841,-42041270.72082993,-12360426133.064249,-0.05251382728971637,-0.0703175718254039,1.0026256913644858,1.0026256913644858,Mortality-disability complementarity
