start_year,no_births,growth_transitions,diseases,type,location,eradication,W,Wnewborn,W_start,Wnewborn_start,erad,W_lag,Wnewborn_lag,erad_lag,erad_diff,dW_dd,dWnewborn_dd,d2W_dd2,d2Wnewborn_dd2,W_elast_1,Wnewborn_elast_1,W_elast_2,Wnewborn_elast_2,W_sum,Wnewborn_sum,dW_dd_sum,dWnewborn_dd_sum,d2W_dd2_sum,W_elast_1_sum,W_elast_2_sum,W_relative,W_sum_relative,complementarity_label
2023,FALSE,FALSE,Infant,Both,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,951851786620.7579,7883995304.239791,1.05,-0.050000000000000044,-108971908218.55215,-648616302.9661936,-378374134674.804,-1377945206.7947364,-0.11448411375622006,-0.08227000117787817,-0.39751370958508053,-0.1747775275885459,957300382031.6855,7916426119.388101,-109090502839.44571,-649208648.2207674,-283088271414.062,-0.1143993741101532,-0.29706827149896486,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Both,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,173856636813.5757,1332713122.064704,1.05,-0.050000000000000044,-38468218708.77438,-188109996.64700967,-194638153055.41653,-582200667.9458607,-0.22126402197704637,-0.14114815374187997,-1.1195324873569514,-0.4368537071533348,175780047749.01443,1342118621.8970544,-38516882664.15707,-188313386.06217846,-155475775711.66965,-0.22099233096847068,-0.8929951320593514,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Both,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91972693199.53055,788965024.5440902,1.05,-0.050000000000000044,-2311519259.912718,-18518650.840978608,-1397650071.8994117,-10041171.186447127,-0.025132669050997373,-0.023472080846270418,-0.015196359085269732,-0.01272701688170461,92088269162.52618,789890957.0861391,-2312260714.901121,-18524029.194190487,-803949590.3320298,-0.0251249652794127,-0.008735864119618289,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Disability,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,956206128603.8672,7907400746.352795,1.05,-0.050000000000000044,-21885068556.36717,-180507460.7061194,0,0,-0.02288739624407241,-0.022827660630375484,0,0,957300382031.6855,7916426119.388101,-21885068556.36717,-180507460.7061194,0,-0.02288739624407241,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Disability,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175528290279.54132,1340224511.9569314,1.05,-0.050000000000000044,-5035149389.4622755,-37882198.80246159,0,0,-0.028685685831289307,-0.028265561825270468,0,0,175780047749.01443,1342118621.8970544,-5035149389.4622755,-37882198.80246159,0,-0.028685685831289307,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Disability,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,92032297173.7909,789404884.8273493,1.05,-0.050000000000000044,-1119439774.7058096,-9721445.175795546,0.12207031249999979,0,-0.01216355354677168,-0.012314903749198008,1.3263855868933279e-12,0,92088269162.52618,789890957.0861391,-1119439774.7058096,-9721445.175795546,0.12207031249999979,-0.01216355354677168,1.3263855868933279e-12,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Mortality,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,952940110317.5316,7892991060.012368,1.05,-0.050000000000000044,-87205434283.07854,-468701187.514648,-283088271414.062,-902789294.3420395,-0.0915119778660808,-0.059381948357852765,-0.29706827149896486,-0.11437860343156461,957300382031.6855,7916426119.388101,-87205434283.07854,-468701187.514648,-283088271414.062,-0.0915119778660808,-0.29706827149896486,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Mortality,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,174105961085.2797,1334597062.5340686,1.05,-0.050000000000000044,-33481733274.694794,-150431187.25971687,-155475775711.66965,-418870981.7714565,-0.19230664513718138,-0.11271655804043611,-0.8929951320593514,-0.3138557648074876,175780047749.01443,1342118621.8970544,-33481733274.694794,-150431187.25971687,-155475775711.66965,-0.19230664513718138,-0.8929951320593514,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Infant,Mortality,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,92028628115.51642,789450827.8852193,1.05,-0.050000000000000044,-1192820940.1953115,-8802584.01839494,-803949590.4541001,-5734676.219940175,-0.012961411732641018,-0.01115026257173648,-0.008735864120944674,-0.0072641335183626626,92088269162.52618,789890957.0861391,-1192820940.1953115,-8802584.01839494,-803949590.4541001,-0.012961411732641018,-0.008735864120944674,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Both,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,954132430576.14,7894049871.325467,1.05,-0.050000000000000044,-63359029110.91059,-447524961.2526699,-64534647258.78895,-344740309.5474237,-0.06640485857152145,-0.05669142817025644,-0.06763699166982572,-0.04367090595660746,957300382031.6855,7916426119.388101,-63413526535.24409,-447840461.0741039,-20887347088.86715,-0.06635716763854638,-0.02184729597291431,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Both,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,174904582084.90677,1336778784.0747194,1.05,-0.050000000000000044,-17509313282.153305,-106796756.4467,-30892591729.492134,-144242456.03179908,-0.10010780205662924,-0.07989112164180681,-0.1766253997536522,-0.10790301114154774,175780047749.01443,1342118621.8970544,-17532496679.91942,-106916963.18355075,-12314001435.302713,-0.09999105040746174,-0.07023727142329861,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Both,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91794823706.94662,787603536.9069448,1.05,-0.050000000000000044,-5868909111.591182,-45748403.583886586,-4012945065.5517507,-25625951.989173844,-0.06393507688764208,-0.05808557407391602,-0.04371646355967748,-0.03253661364931319,92088269162.52618,789890957.0861391,-5872780571.947016,-45773705.8648872,-913767092.8955063,-0.06389231941341011,-0.009932087946475847,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Disability,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,955369112741.6842,7900610393.48667,1.05,-0.050000000000000044,-38625385800.026825,-316314518.0286214,0,0,-0.04042980381601523,-0.040036718971662465,0,0,957300382031.6855,7916426119.388101,-38625385800.026825,-316314518.0286214,0,-0.04042980381601523,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Disability,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175363427818.26254,1338868844.2008085,1.05,-0.050000000000000044,-8332398615.037834,-64995553.924918115,0,0,-0.047515030463895214,-0.048545123898013305,0,0,175780047749.01443,1342118621.8970544,-8332398615.037834,-64995553.924918115,0,-0.047515030463895214,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Disability,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91881388856.79222,788150268.583106,1.05,-0.050000000000000044,-4137606114.6792564,-34813770.06066081,0.12207031249999979,0,-0.04503203713135197,-0.04417148791086137,1.3285640761292856e-12,0,92088269162.52618,789890957.0861391,-4137606114.6792564,-34813770.06066081,0.12207031249999979,-0.04503203713135197,1.3285640761292856e-12,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Mortality,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,956060974994.9247,7909849822.2358265,1.05,-0.050000000000000044,-24788140735.217262,-131525943.04548252,-20887347088.86715,-92115175.20904525,-0.025927363822531142,-0.016628121393119564,-0.02184729597291431,-0.01164562883989214,957300382031.6855,7916426119.388101,-24788140735.217262,-131525943.04548252,-20887347088.86715,-0.025927363822531142,-0.02184729597291431,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Mortality,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175320042845.77036,1340022551.4341228,1.05,-0.050000000000000044,-9200098064.881584,-41921409.25863262,-12314001435.302713,-47944584.87892143,-0.05247601994356653,-0.03128410728145386,-0.07023727142329861,-0.03577893881532817,175780047749.01443,1342118621.8970544,-9200098064.881584,-41921409.25863262,-12314001435.302713,-0.05247601994356653,-0.07023727142329861,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (early),Mortality,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,92001510439.6628,789342960.2959278,1.05,-0.050000000000000044,-1735174457.2677598,-10959935.80422639,-913767093.0175766,-5372649.2538452055,-0.018860282282058147,-0.013884884461524133,-0.00993208794780441,-0.006806482763627838,92088269162.52618,789890957.0861391,-1735174457.2677598,-10959935.80422639,-913767093.0175766,-0.018860282282058147,-0.00993208794780441,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Both,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,954456534134.3398,7894120828.929262,1.05,-0.050000000000000044,-56876957946.91401,-446105809.17676884,-76266478369.14049,-647384319.9462879,-0.05959093569252948,-0.05651114529966948,-0.0799056590233432,-0.08200841283982441,957300382031.6855,7916426119.388101,-56943599471.596634,-446665741.38664204,-22858474252.929646,-0.05958031901485713,-0.02390280095733827,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Both,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175258987334.96512,1338227126.559649,1.05,-0.050000000000000044,-10421208280.986319,-77829906.74810879,-15823081485.595675,-134610603.33061194,-0.059461762500479944,-0.05815896659350797,-0.09028399471094561,-0.1005887570644847,175780047749.01443,1342118621.8970544,-10434098809.655142,-77940685.79556935,-5490881754.638662,-0.05944723993028495,-0.0312815139476997,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Both,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91757502118.31735,787396108.5745698,1.05,-0.050000000000000044,-6615340884.17663,-49896970.23138519,-9108403433.105453,-70172387.40158069,-0.0720959129385021,-0.06336959211255706,-0.0992660351778164,-0.08911955067775784,92088269162.52618,789890957.0861391,-6623359828.223261,-49957702.38252397,-2680875693.725581,-0.07207827013564518,-0.029141594196621916,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Disability,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,955444141789.3906,7901303032.057542,1.05,-0.050000000000000044,-37124804845.89841,-302461746.61117524,0,0,-0.038856070409694195,-0.03827998310962294,0,0,957300382031.6855,7916426119.388101,-37124804845.89841,-302461746.61117524,0,-0.038856070409694195,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Disability,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175507188205.28796,1339798896.2840064,1.05,-0.050000000000000044,-5457190874.529414,-46394512.26096149,0,0,-0.03109383114352117,-0.0346279672192885,0,0,175780047749.01443,1342118621.8970544,-5457190874.529414,-46394512.26096149,0,-0.03109383114352117,0,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Disability,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91850550982.40079,788081132.9059532,1.05,-0.050000000000000044,-4754363602.507931,-36196483.60371825,0.12207031249999979,0,-0.051761949728738155,-0.045929894895780754,1.3290101278041252e-12,0,92088269162.52618,789890957.0861391,-4754363602.507931,-36196483.60371825,0.12207031249999979,-0.051761949728738155,1.3290101278041252e-12,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Mortality,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,956309442300.4006,7909215919.649327,1.05,-0.050000000000000044,-19818794625.698223,-144203994.7754668,-22858474252.929646,-198576117.05017054,-0.020724248605162934,-0.0182324008144995,-0.02390280095733827,-0.025106928305855994,957300382031.6855,7916426119.388101,-19818794625.698223,-144203994.7754668,-22858474252.929646,-0.020724248605162934,-0.02390280095733827,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Mortality,Low Income,0,175780047749.01443,1342118621.8970544,175780047749.01443,1342118621.8970544,1,175531202352.25815,1340541313.220324,1.05,-0.050000000000000044,-4976907935.125728,-31546173.534607857,-5490881754.638662,-45796406.74972526,-0.028353408786763783,-0.023532414274369404,-0.0312815139476997,-0.0341626224407143,175780047749.01443,1342118621.8970544,-4976907935.125728,-31546173.534607857,-5490881754.638662,-0.028353408786763783,-0.0312815139476997,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Adult (late),Mortality,High Income,0,92088269162.52618,789890957.0861391,92088269162.52618,789890957.0861391,1,91994819351.24042,789202896.1471988,1.05,-0.050000000000000044,-1868996225.7153304,-13761218.77880572,-2680875693.8476515,-21487244.006156884,-0.020316320406907017,-0.017436857930940783,-0.029141594197950926,-0.027226514386927914,92088269162.52618,789890957.0861391,-1868996225.7153304,-13761218.77880572,-2680875693.8476515,-0.020316320406907017,-0.029141594197950926,1,1,Mortality-disability complementarity
2023,FALSE,FALSE,Ageing-related,Both,Global,0,957300382031.6855,7916426119.388101,957300382031.6855,7916426119.388101,1,950101696703.9467,7857618812.799854,1.05,-0.050000000000000044,-143973706554.7777,-1176146131.764926,-1953552144291.9888,-18036860714.63,-0.15153504835771298,-0.14968225868236504,-2.0561505690066344,-2.2954614043186248,957300382031.6855,7916426119.388101,-145012587535.38318,-1185372782.1852484,-1098659697605.4668,-0.1520666369577885,-1.1526035767051823,1,1,Mortality-disability complementarity
