"location","year","age_name","age","disability","disability_infant","disability_adult_early","disability_adult_late","disability_ageing","disability_covid","disability_ageing_nocov"
"Global",1990,"85-89 years",85,35716.089670534,1427.01061876223,1976.15058502605,6200.11544612278,26112.813020623,0,26112.813020623
"Global",1990,"85-89 years",86,35716.089670534,1427.01061876223,1976.15058502605,6200.11544612278,26112.813020623,0,26112.813020623
"Global",1990,"85-89 years",87,35716.089670534,1427.01061876223,1976.15058502605,6200.11544612278,26112.813020623,0,26112.813020623
"Global",1990,"85-89 years",88,35716.089670534,1427.01061876223,1976.15058502605,6200.11544612278,26112.813020623,0,26112.813020623
"Global",1990,"85-89 years",89,35716.089670534,1427.01061876223,1976.15058502605,6200.11544612278,26112.813020623,0,26112.813020623
"Global",1990,"90-94 years",90,39227.3441070669,1420.06032581326,1880.60635994716,5451.17223554882,30475.5051857577,0,30475.5051857577
"Global",1990,"90-94 years",91,39227.3441070669,1420.06032581326,1880.60635994716,5451.17223554882,30475.5051857577,0,30475.5051857577
"Global",1990,"90-94 years",92,39227.3441070669,1420.06032581326,1880.60635994716,5451.17223554882,30475.5051857577,0,30475.5051857577
"Global",1990,"90-94 years",93,39227.3441070669,1420.06032581326,1880.60635994716,5451.17223554882,30475.5051857577,0,30475.5051857577
"Global",1990,"90-94 years",94,39227.3441070669,1420.06032581326,1880.60635994716,5451.17223554882,30475.5051857577,0,30475.5051857577
"Global",1990,"95-99 years",95,42931.0214340117,1510.53034635514,1783.41498440729,4922.48964046766,34714.5864627816,0,34714.5864627816
"Global",1990,"95-99 years",96,42931.0214340117,1510.53034635514,1783.41498440729,4922.48964046766,34714.5864627816,0,34714.5864627816
"Global",1990,"95-99 years",97,42931.0214340117,1510.53034635514,1783.41498440729,4922.48964046766,34714.5864627816,0,34714.5864627816
"Global",1990,"95-99 years",98,42931.0214340117,1510.53034635514,1783.41498440729,4922.48964046766,34714.5864627816,0,34714.5864627816
"Global",1990,"95-99 years",99,42931.0214340117,1510.53034635514,1783.41498440729,4922.48964046766,34714.5864627816,0,34714.5864627816
"Global",1990,"95-99 years",100,42931.0214340117,1510.53034635514,1783.41498440729,4922.48964046766,34714.5864627816,0,34714.5864627816
"Global",2023,"0-1 years",0,4088.43029892195,3792.40222820276,65.10014822977,17.7584771649,213.16944532452,14.78315473278,198.38629059174
"Global",2023,"1-2 years",1,4446.99566405704,3581.9396587561,85.91531283807,23.75631776223,755.38437470064,33.98287651816,721.40149818248
"Global",2023,"2-4 years",2,4412.19883665515,3086.14825713774,196.52287869015,42.92907438293,1086.59862644433,98.74226322589,987.85636321844
