"location","year","age_name","age","mortality","mortality_infant","mortality_adult_early","mortality_adult_late","mortality_ageing","mortality_covid","mortality_ageing_nocov"
"Global",1990,"50-54 years",52,877.092798016994,156.429458644721,60.9337826780558,176.926851200566,482.802705493651,0,482.802705493651
"Global",1990,"50-54 years",53,877.092798016994,156.429458644721,60.9337826780558,176.926851200566,482.802705493651,0,482.802705493651
"Global",1990,"50-54 years",54,877.092798016994,156.429458644721,60.9337826780558,176.926851200566,482.802705493651,0,482.802705493651
"Global",1990,"55-59 years",55,1303.48365753024,211.292937177909,58.7137051818585,249.731483625027,783.745531545447,0,783.745531545447
"Global",1990,"55-59 years",56,1303.48365753024,211.292937177909,58.7137051818585,249.731483625027,783.745531545447,0,783.745531545447
"Global",1990,"55-59 years",57,1303.48365753024,211.292937177909,58.7137051818585,249.731483625027,783.745531545447,0,783.745531545447
"Global",1990,"55-59 years",58,1303.48365753024,211.292937177909,58.7137051818585,249.731483625027,783.745531545447,0,783.745531545447
"Global",1990,"55-59 years",59,1303.48365753024,211.292937177909,58.7137051818585,249.731483625027,783.745531545447,0,783.745531545447
"Global",1990,"60-64 years",60,2062.83192635121,295.729286131222,57.3368202699271,347.485729600945,1362.28009034912,0,1362.28009034912
"Global",1990,"60-64 years",61,2062.83192635121,295.729286131222,57.3368202699271,347.485729600945,1362.28009034912,0,1362.28009034912
"Global",1990,"60-64 years",62,2062.83192635121,295.729286131222,57.3368202699271,347.485729600945,1362.28009034912,0,1362.28009034912
"Global",1990,"60-64 years",63,2062.83192635121,295.729286131222,57.3368202699271,347.485729600945,1362.28009034912,0,1362.28009034912
"Global",1990,"60-64 years",64,2062.83192635121,295.729286131222,57.3368202699271,347.485729600945,1362.28009034912,0,1362.28009034912
"Global",1990,"65-69 years",65,3026.52270855424,389.568155268665,58.4509184461002,436.157163749951,2142.34647108952,0,2142.34647108952
"Global",1990,"65-69 years",66,3026.52270855424,389.568155268665,58.4509184461002,436.157163749951,2142.34647108952,0,2142.34647108952
"Global",1990,"65-69 years",67,3026.52270855424,389.568155268665,58.4509184461002,436.157163749951,2142.34647108952,0,2142.34647108952
"Global",1990,"65-69 years",68,3026.52270855424,389.568155268665,58.4509184461002,436.157163749951,2142.34647108952,0,2142.34647108952
"Global",1990,"65-69 years",69,3026.52270855424,389.568155268665,58.4509184461002,436.157163749951,2142.34647108952,0,2142.34647108952
"Global",1990,"70-74 years",70,4698.75378968001,635.098142227159,63.1765786951056,518.130680591327,3482.34838816642,0,3482.34838816642
"Global",1990,"70-74 years",71,4698.75378968001,635.098142227159,63.1765786951056,518.130680591327,3482.34838816642,0,3482.34838816642
"Global",1990,"70-74 years",72,4698.75378968001,635.098142227159,63.1765786951056,518.130680591327,3482.34838816642,0,3482.34838816642
"Global",1990,"70-74 years",73,4698.75378968001,635.098142227159,63.1765786951056,518.130680591327,3482.34838816642,0,3482.34838816642
"Global",1990,"70-74 years",74,4698.75378968001,635.098142227159,63.1765786951056,518.130680591327,3482.34838816642,0,3482.34838816642
"Global",1990,"75-79 years",75,6859.22211008319,801.265091690623,68.4826884465838,561.67622097499,5427.79810897099,0,5427.79810897099
"Global",1990,"75-79 years",76,6859.22211008319,801.265091690623,68.4826884465838,561.67622097499,5427.79810897099,0,5427.79810897099
"Global",1990,"75-79 years",77,6859.22211008319,801.265091690623,68.4826884465838,561.67622097499,5427.79810897099,0,5427.79810897099
"Global",1990,"75-79 years",78,6859.22211008319,801.265091690623,68.4826884465838,561.67622097499,5427.79810897099,0,5427.79810897099
"Global",1990,"75-79 years",79,6859.22211008319,801.265091690623,68.4826884465838,561.67622097499,5427.79810897099,0,5427.79810897099
"Global",1990,"80-84 years",80,10629.4439677707,1222.9135352761,70.8660913087583,589.614138882462,8746.05020230341,0,8746.05020230341
"Global",1990,"80-84 years",81,10629.4439677707,1222.9135352761,70.8660913087583,589.614138882462,8746.05020230341,0,8746.05020230341
"Global",1990,"80-84 years",82,10629.4439677707,1222.9135352761,70.8660913087583,589.614138882462,8746.05020230341,0,8746.05020230341
"Global",1990,"80-84 years",83,10629.4439677707,1222.9135352761,70.8660913087583,589.614138882462,8746.05020230341,0,8746.05020230341
"Global",1990,"80-84 years",84,10629.4439677707,1222.9135352761,70.8660913087583,589.614138882462,8746.05020230341,0,8746.05020230341
"Global",1990,"85-89 years",85,15621.9319402128,1774.63647296845,75.2414135026566,603.353776335238,13168.7002774065,0,13168.7002774065
"Global",1990,"85-89 years",86,15621.9319402128,1774.63647296845,75.2414135026566,603.353776335238,13168.7002774065,0,13168.7002774065
"Global",1990,"85-89 years",87,15621.9319402128,1774.63647296845,75.2414135026566,603.353776335238,13168.7002774065,0,13168.7002774065
"Global",1990,"85-89 years",88,15621.9319402128,1774.63647296845,75.2414135026566,603.353776335238,13168.7002774065,0,13168.7002774065
"Global",1990,"85-89 years",89,15621.9319402128,1774.63647296845,75.2414135026566,603.353776335238,13168.7002774065,0,13168.7002774065
"Global",1990,"90-94 years",90,22699.5634375788,2671.79734002678,72.325211323986,634.508350081198,19320.9325361468,0,19320.9325361468
"Global",1990,"90-94 years",91,22699.5634375788,2671.79734002678,72.325211323986,634.508350081198,19320.9325361468,0,19320.9325361468
"Global",1990,"90-94 years",92,22699.5634375788,2671.79734002678,72.325211323986,634.508350081198,19320.9325361468,0,19320.9325361468
"Global",1990,"90-94 years",93,22699.5634375788,2671.79734002678,72.325211323986,634.508350081198,19320.9325361468,0,19320.9325361468
"Global",1990,"90-94 years",94,22699.5634375788,2671.79734002678,72.325211323986,634.508350081198,19320.9325361468,0,19320.9325361468
"Global",1990,"95-99 years",95,32167.9160167132,4214.93568479806,79.5858651767062,700.357596446765,27173.0368702916,0,27173.0368702916
"Global",1990,"95-99 years",96,32167.9160167132,4214.93568479806,79.5858651767062,700.357596446765,27173.0368702916,0,27173.0368702916
"Global",1990,"95-99 years",97,32167.9160167132,4214.93568479806,79.5858651767062,700.357596446765,27173.0368702916,0,27173.0368702916
"Global",1990,"95-99 years",98,32167.9160167132,4214.93568479806,79.5858651767062,700.357596446765,27173.0368702916,0,27173.0368702916
"Global",1990,"95-99 years",99,32167.9160167132,4214.93568479806,79.5858651767062,700.357596446765,27173.0368702916,0,27173.0368702916
"Global",1990,"95-99 years",100,32167.9160167132,4214.93568479806,79.5858651767062,700.357596446765,27173.0368702916,0,27173.0368702916
"Global",2023,"0-1 years",0,2742.09342751718,2629.3303261772,19.7996940384092,8.82877017407965,84.1346371274945,24.5539622963996,59.5806748310949
"Global",2023,"1-2 years",1,368.023969889241,324.939604807862,11.7880279322373,6.3942853281827,24.9020518209592,6.19586506942096,18.7061867515382
"Global",2023,"2-4 years",2,200.274493258189,173.910833656395,7.02437458953853,5.9075680379745,13.4317169742803,1.17614092280984,12.2555760514705
"Global",2023,"2-4 years",3,200.274493258189,173.910833656395,7.02437458953853,5.9075680379745,13.4317169742803,1.17614092280984,12.2555760514705
"Global",2023,"2-4 years",4,200.274493258189,173.910833656395,7.02437458953853,5.9075680379745,13.4317169742803,1.17614092280984,12.2555760514705
"Global",2023,"5-9 years",5,66.7718133719453,47.7819066462567,5.11363433715863,5.69734726286315,8.1789251256668,0.495747766637274,7.68317735902952
"Global",2023,"5-9 years",6,66.7718133719453,47.7819066462567,5.11363433715863,5.69734726286315,8.1789251256668,0.495747766637274,7.68317735902952
"Global",2023,"5-9 years",7,66.7718133719453,47.7819066462567,5.11363433715863,5.69734726286315,8.1789251256668,0.495747766637274,7.68317735902952
"Global",2023,"5-9 years",8,66.7718133719453,47.7819066462567,5.11363433715863,5.69734726286315,8.1789251256668,0.495747766637274,7.68317735902952
"Global",2023,"5-9 years",9,66.7718133719453,47.7819066462567,5.11363433715863,5.69734726286315,8.1789251256668,0.495747766637274,7.68317735902952
"Global",2023,"10-14 years",10,59.1945297709077,35.6210939849373,7.81164575980892,5.70905475398925,10.0527352721722,0.474525369158815,9.57820990301342
"Global",2023,"10-14 years",11,59.1945297709077,35.6210939849373,7.81164575980892,5.70905475398925,10.0527352721722,0.474525369158815,9.57820990301342
"Global",2023,"10-14 years",12,59.1945297709077,35.6210939849373,7.81164575980892,5.70905475398925,10.0527352721722,0.474525369158815,9.57820990301342
"Global",2023,"10-14 years",13,59.1945297709077,35.6210939849373,7.81164575980892,5.70905475398925,10.0527352721722,0.474525369158815,9.57820990301342
"Global",2023,"10-14 years",14,59.1945297709077,35.6210939849373,7.81164575980892,5.70905475398925,10.0527352721722,0.474525369158815,9.57820990301342
"Global",2023,"15-19 years",15,103.858330683405,36.7388426883905,39.0291909383687,9.20316140112257,18.8871356555235,0.493262893313392,18.3938727622101
"Global",2023,"15-19 years",16,103.858330683405,36.7388426883905,39.0291909383687,9.20316140112257,18.8871356555235,0.493262893313392,18.3938727622101
"Global",2023,"15-19 years",17,103.858330683405,36.7388426883905,39.0291909383687,9.20316140112257,18.8871356555235,0.493262893313392,18.3938727622101
"Global",2023,"15-19 years",18,103.858330683405,36.7388426883905,39.0291909383687,9.20316140112257,18.8871356555235,0.493262893313392,18.3938727622101
"Global",2023,"15-19 years",19,103.858330683405,36.7388426883905,39.0291909383687,9.20316140112257,18.8871356555235,0.493262893313392,18.3938727622101
"Global",2023,"20-24 years",20,132.12811834974,36.7403420354481,58.0422306493017,12.5697296978863,24.7758159671041,0.946628669755325,23.8291872973488
"Global",2023,"20-24 years",21,132.12811834974,36.7403420354481,58.0422306493017,12.5697296978863,24.7758159671041,0.946628669755325,23.8291872973488
"Global",2023,"20-24 years",22,132.12811834974,36.7403420354481,58.0422306493017,12.5697296978863,24.7758159671041,0.946628669755325,23.8291872973488
"Global",2023,"20-24 years",23,132.12811834974,36.7403420354481,58.0422306493017,12.5697296978863,24.7758159671041,0.946628669755325,23.8291872973488
"Global",2023,"20-24 years",24,132.12811834974,36.7403420354481,58.0422306493017,12.5697296978863,24.7758159671041,0.946628669755325,23.8291872973488
"Global",2023,"25-29 years",25,147.601454758655,36.4260022542716,61.2847372191291,16.5524828891404,33.3382323961136,1.10597567580313,32.2322567203104
"Global",2023,"25-29 years",26,147.601454758655,36.4260022542716,61.2847372191291,16.5524828891404,33.3382323961136,1.10597567580313,32.2322567203104
"Global",2023,"25-29 years",27,147.601454758655,36.4260022542716,61.2847372191291,16.5524828891404,33.3382323961136,1.10597567580313,32.2322567203104
"Global",2023,"25-29 years",28,147.601454758655,36.4260022542716,61.2847372191291,16.5524828891404,33.3382323961136,1.10597567580313,32.2322567203104
"Global",2023,"25-29 years",29,147.601454758655,36.4260022542716,61.2847372191291,16.5524828891404,33.3382323961136,1.10597567580313,32.2322567203104
"Global",2023,"30-34 years",30,182.602902763247,38.8216829416219,65.3109656883058,24.9817134242456,53.488540709074,1.38414467392428,52.1043960351497
"Global",2023,"30-34 years",31,182.602902763247,38.8216829416219,65.3109656883058,24.9817134242456,53.488540709074,1.38414467392428,52.1043960351497
"Global",2023,"30-34 years",32,182.602902763247,38.8216829416219,65.3109656883058,24.9817134242456,53.488540709074,1.38414467392428,52.1043960351497
"Global",2023,"30-34 years",33,182.602902763247,38.8216829416219,65.3109656883058,24.9817134242456,53.488540709074,1.38414467392428,52.1043960351497
"Global",2023,"30-34 years",34,182.602902763247,38.8216829416219,65.3109656883058,24.9817134242456,53.488540709074,1.38414467392428,52.1043960351497
"Global",2023,"35-39 years",35,216.382262754716,37.8128576609749,64.4628216749647,35.8430933346161,78.26349008416,1.83644431773867,76.4270457664213
"Global",2023,"35-39 years",36,216.382262754716,37.8128576609749,64.4628216749647,35.8430933346161,78.26349008416,1.83644431773867,76.4270457664213
"Global",2023,"35-39 years",37,216.382262754716,37.8128576609749,64.4628216749647,35.8430933346161,78.26349008416,1.83644431773867,76.4270457664213
"Global",2023,"35-39 years",38,216.382262754716,37.8128576609749,64.4628216749647,35.8430933346161,78.26349008416,1.83644431773867,76.4270457664213
"Global",2023,"35-39 years",39,216.382262754716,37.8128576609749,64.4628216749647,35.8430933346161,78.26349008416,1.83644431773867,76.4270457664213
"Global",2023,"40-44 years",40,302.449963447094,45.4094716992821,68.2079215259446,55.9211710279336,132.911399193934,2.46636505430789,130.445034139626
"Global",2023,"40-44 years",41,302.449963447094,45.4094716992821,68.2079215259446,55.9211710279336,132.911399193934,2.46636505430789,130.445034139626
"Global",2023,"40-44 years",42,302.449963447094,45.4094716992821,68.2079215259446,55.9211710279336,132.911399193934,2.46636505430789,130.445034139626
"Global",2023,"40-44 years",43,302.449963447094,45.4094716992821,68.2079215259446,55.9211710279336,132.911399193934,2.46636505430789,130.445034139626
"Global",2023,"40-44 years",44,302.449963447094,45.4094716992821,68.2079215259446,55.9211710279336,132.911399193934,2.46636505430789,130.445034139626
"Global",2023,"45-49 years",45,395.600651633813,48.6217976245337,63.7379587667346,77.7146798093208,205.526215433224,3.66042847123607,201.865786961988
"Global",2023,"45-49 years",46,395.600651633813,48.6217976245337,63.7379587667346,77.7146798093208,205.526215433224,3.66042847123607,201.865786961988
"Global",2023,"45-49 years",47,395.600651633813,48.6217976245337,63.7379587667346,77.7146798093208,205.526215433224,3.66042847123607,201.865786961988
"Global",2023,"45-49 years",48,395.600651633813,48.6217976245337,63.7379587667346,77.7146798093208,205.526215433224,3.66042847123607,201.865786961988
"Global",2023,"45-49 years",49,395.600651633813,48.6217976245337,63.7379587667346,77.7146798093208,205.526215433224,3.66042847123607,201.865786961988
"Global",2023,"50-54 years",50,567.907800404843,57.8178063944398,58.366292598215,114.995160235437,336.728541176751,5.29518739692011,331.433353779831
"Global",2023,"50-54 years",51,567.907800404843,57.8178063944398,58.366292598215,114.995160235437,336.728541176751,5.29518739692011,331.433353779831
"Global",2023,"50-54 years",52,567.907800404843,57.8178063944398,58.366292598215,114.995160235437,336.728541176751,5.29518739692011,331.433353779831
"Global",2023,"50-54 years",53,567.907800404843,57.8178063944398,58.366292598215,114.995160235437,336.728541176751,5.29518739692011,331.433353779831
"Global",2023,"50-54 years",54,567.907800404843,57.8178063944398,58.366292598215,114.995160235437,336.728541176751,5.29518739692011,331.433353779831
"Global",2023,"55-59 years",55,818.95695811929,77.0450994044745,54.3767416292709,161.020101678256,526.515015407288,8.28634520170723,518.228670205581
"Global",2023,"55-59 years",56,818.95695811929,77.0450994044745,54.3767416292709,161.020101678256,526.515015407288,8.28634520170723,518.228670205581
"Global",2023,"55-59 years",57,818.95695811929,77.0450994044745,54.3767416292709,161.020101678256,526.515015407288,8.28634520170723,518.228670205581
"Global",2023,"55-59 years",58,818.95695811929,77.0450994044745,54.3767416292709,161.020101678256,526.515015407288,8.28634520170723,518.228670205581
"Global",2023,"55-59 years",59,818.95695811929,77.0450994044745,54.3767416292709,161.020101678256,526.515015407288,8.28634520170723,518.228670205581
"Global",2023,"60-64 years",60,1269.59140133397,107.215374376358,51.2021640434056,232.671888456117,878.501974458084,11.824874181085,866.677100276999
"Global",2023,"60-64 years",61,1269.59140133397,107.215374376358,51.2021640434056,232.671888456117,878.501974458084,11.824874181085,866.677100276999
"Global",2023,"60-64 years",62,1269.59140133397,107.215374376358,51.2021640434056,232.671888456117,878.501974458084,11.824874181085,866.677100276999
"Global",2023,"60-64 years",63,1269.59140133397,107.215374376358,51.2021640434056,232.671888456117,878.501974458084,11.824874181085,866.677100276999
"Global",2023,"60-64 years",64,1269.59140133397,107.215374376358,51.2021640434056,232.671888456117,878.501974458084,11.824874181085,866.677100276999
"Global",2023,"65-69 years",65,1865.67839563121,143.877849723388,48.4330074188558,307.498010287719,1365.86952820125,21.9410207709093,1343.92850743034
"Global",2023,"65-69 years",66,1865.67839563121,143.877849723388,48.4330074188558,307.498010287719,1365.86952820125,21.9410207709093,1343.92850743034
"Global",2023,"65-69 years",67,1865.67839563121,143.877849723388,48.4330074188558,307.498010287719,1365.86952820125,21.9410207709093,1343.92850743034
"Global",2023,"65-69 years",68,1865.67839563121,143.877849723388,48.4330074188558,307.498010287719,1365.86952820125,21.9410207709093,1343.92850743034
"Global",2023,"65-69 years",69,1865.67839563121,143.877849723388,48.4330074188558,307.498010287719,1365.86952820125,21.9410207709093,1343.92850743034
"Global",2023,"70-74 years",70,2789.41191428019,234.459323487252,44.646548028365,379.81569659247,2130.4903461721,36.5256527020614,2093.96469347004
"Global",2023,"70-74 years",71,2789.41191428019,234.459323487252,44.646548028365,379.81569659247,2130.4903461721,36.5256527020614,2093.96469347004
"Global",2023,"70-74 years",72,2789.41191428019,234.459323487252,44.646548028365,379.81569659247,2130.4903461721,36.5256527020614,2093.96469347004
"Global",2023,"70-74 years",73,2789.41191428019,234.459323487252,44.646548028365,379.81569659247,2130.4903461721,36.5256527020614,2093.96469347004
"Global",2023,"70-74 years",74,2789.41191428019,234.459323487252,44.646548028365,379.81569659247,2130.4903461721,36.5256527020614,2093.96469347004
"Global",2023,"75-79 years",75,4290.25437408073,350.429068149276,47.8036076544841,458.312457653296,3433.70924062368,62.2849762896257,3371.42426433405
"Global",2023,"75-79 years",76,4290.25437408073,350.429068149276,47.8036076544841,458.312457653296,3433.70924062368,62.2849762896257,3371.42426433405
"Global",2023,"75-79 years",77,4290.25437408073,350.429068149276,47.8036076544841,458.312457653296,3433.70924062368,62.2849762896257,3371.42426433405
"Global",2023,"75-79 years",78,4290.25437408073,350.429068149276,47.8036076544841,458.312457653296,3433.70924062368,62.2849762896257,3371.42426433405
"Global",2023,"75-79 years",79,4290.25437408073,350.429068149276,47.8036076544841,458.312457653296,3433.70924062368,62.2849762896257,3371.42426433405
"Global",2023,"80-84 years",80,7183.55844563336,567.701243449202,52.049554860108,541.266104639953,6022.5415426841,128.962628853035,5893.57891383106
"Global",2023,"80-84 years",81,7183.55844563336,567.701243449202,52.049554860108,541.266104639953,6022.5415426841,128.962628853035,5893.57891383106
"Global",2023,"80-84 years",82,7183.55844563336,567.701243449202,52.049554860108,541.266104639953,6022.5415426841,128.962628853035,5893.57891383106
"Global",2023,"80-84 years",83,7183.55844563336,567.701243449202,52.049554860108,541.266104639953,6022.5415426841,128.962628853035,5893.57891383106
"Global",2023,"80-84 years",84,7183.55844563336,567.701243449202,52.049554860108,541.266104639953,6022.5415426841,128.962628853035,5893.57891383106
"Global",2023,"85-89 years",85,11784.0561223806,921.091904304512,59.5388310759346,625.697791935395,10177.7275950647,242.849320557472,9934.87827450726
"Global",2023,"85-89 years",86,11784.0561223806,921.091904304512,59.5388310759346,625.697791935395,10177.7275950647,242.849320557472,9934.87827450726
"Global",2023,"85-89 years",87,11784.0561223806,921.091904304512,59.5388310759346,625.697791935395,10177.7275950647,242.849320557472,9934.87827450726
"Global",2023,"85-89 years",88,11784.0561223806,921.091904304512,59.5388310759346,625.697791935395,10177.7275950647,242.849320557472,9934.87827450726
"Global",2023,"85-89 years",89,11784.0561223806,921.091904304512,59.5388310759346,625.697791935395,10177.7275950647,242.849320557472,9934.87827450726
"Global",2023,"90-94 years",90,18751.8337103849,1580.81201885,63.2252029090247,700.096288448072,16407.7002001778,498.710166319412,15908.9900338584
"Global",2023,"90-94 years",91,18751.8337103849,1580.81201885,63.2252029090247,700.096288448072,16407.7002001778,498.710166319412,15908.9900338584
"Global",2023,"90-94 years",92,18751.8337103849,1580.81201885,63.2252029090247,700.096288448072,16407.7002001778,498.710166319412,15908.9900338584
"Global",2023,"90-94 years",93,18751.8337103849,1580.81201885,63.2252029090247,700.096288448072,16407.7002001778,498.710166319412,15908.9900338584
"Global",2023,"90-94 years",94,18751.8337103849,1580.81201885,63.2252029090247,700.096288448072,16407.7002001778,498.710166319412,15908.9900338584
"Global",2023,"95-99 years",95,27638.2246439686,2653.46790879361,71.9908671457102,777.142461490095,24135.6234065392,853.012670367183,23282.610736172
"Global",2023,"95-99 years",96,27638.2246439686,2653.46790879361,71.9908671457102,777.142461490095,24135.6234065392,853.012670367183,23282.610736172
"Global",2023,"95-99 years",97,27638.2246439686,2653.46790879361,71.9908671457102,777.142461490095,24135.6234065392,853.012670367183,23282.610736172
"Global",2023,"95-99 years",98,27638.2246439686,2653.46790879361,71.9908671457102,777.142461490095,24135.6234065392,853.012670367183,23282.610736172
"Global",2023,"95-99 years",99,27638.2246439686,2653.46790879361,71.9908671457102,777.142461490095,24135.6234065392,853.012670367183,23282.610736172
"Global",2023,"95-99 years",100,27638.2246439686,2653.46790879361,71.9908671457102,777.142461490095,24135.6234065392,853.012670367183,23282.610736172
"World Bank High Income",1990,"0-1 years",0,1125.68581765074,1067.68840235985,7.04954880186118,9.06710795803889,41.8807585309939,0,41.8807585309939
"World Bank High Income",1990,"1-2 years",1,112.406569881389,80.6131536844936,5.05335640394918,10.4342562929757,16.305803499971,0,16.305803499971
"World Bank High Income",1990,"2-4 years",2,53.0706746148977,31.9025826712364,4.13563985884066,8.39598393981861,8.63646814500204,0,8.63646814500204
"World Bank High Income",1990,"2-4 years",3,53.0706746148977,31.9025826712364,4.13563985884066,8.39598393981861,8.63646814500204,0,8.63646814500204
"World Bank High Income",1990,"2-4 years",4,53.0706746148977,31.9025826712364,4.13563985884066,8.39598393981861,8.63646814500204,0,8.63646814500204
