"","cause_name","cluster_4","daly_percent_condition","daly_percent_condcluster","level1_name"
"265","Self-harm by firearm","Adult (early)",0.105516777755756,0.658955140350297,"Injuries"
"266","Self-harm by other specified means","Adult (early)",1.15380454834329,7.20554071363206,"Injuries"
"267","Sickle cell disorders","Infant",0.153767723748862,0.572568315592604,"Non-communicable diseases"
"268","Sickle cell trait","Infant",0.0845099925416167,0.314680759398671,"Non-communicable diseases"
"269","Silicosis","Ageing-related",0.0124520431923161,0.0297657469169003,"Non-communicable diseases"
"270","Soft tissue and other extraosseous sarcomas","Ageing-related",0.0795003537054984,0.190040089939792,"Non-communicable diseases"
"271","Stomach cancer","Ageing-related",0.804196618967656,1.92237632506684,"Non-communicable diseases"
"272","Subarachnoid hemorrhage","Ageing-related",0.402319097025944,0.961715939862774,"Non-communicable diseases"
"273","Sudden infant death syndrome","Infant",0.0820726225341871,0.305604987152024,"Non-communicable diseases"
"274","Syphilis","Infant",0.24425562261412,0.909508361082338,"Communicable, maternal, neonatal, and nutritional diseases"
"275","Tension-type headache","Adult (late)",0.165666484062806,1.08292844452769,"Non-communicable diseases"
"276","Testicular cancer","Adult (early)",0.0210200513131829,0.131270790843433,"Non-communicable diseases"
"277","Tetanus","Infant",0.0444419246017151,0.165483609242058,"Communicable, maternal, neonatal, and nutritional diseases"
"278","Thalassemias","Infant",0.0358156171110188,0.133362756898568,"Non-communicable diseases"
"279","Thalassemias trait","Infant",0.075738172854913,0.282018078959303,"Non-communicable diseases"
"280","Thyroid cancer","Ageing-related",0.055774341645232,0.13332470119387,"Non-communicable diseases"
"281","Thyroid diseases","Ageing-related",0.258023168070013,0.616786514538287,"Non-communicable diseases"
"282","Tracheal, bronchus, and lung cancer","Adult (late)",1.66755664800251,10.9004819966997,"Non-communicable diseases"
"283","Trachoma","Ageing-related",0.00520089675636931,0.0124323835213282,"Communicable, maternal, neonatal, and nutritional diseases"
"284","Trichomoniasis","Adult (early)",0.00851735862243398,0.0531911357211022,"Communicable, maternal, neonatal, and nutritional diseases"
"285","Trichuriasis","Adult (early)",0.0100802352336681,0.0629513425679206,"Communicable, maternal, neonatal, and nutritional diseases"
"286","Turner syndrome","Infant",0.000334675898596737,0.00124619660652545,"Non-communicable diseases"
"287","Typhoid fever","Infant",0.193507792409188,0.720544130150016,"Communicable, maternal, neonatal, and nutritional diseases"
"288","Ulcerative colitis","Ageing-related",0.0431563631683996,0.103162297470757,"Non-communicable diseases"
"289","Unintentional firearm injuries","Adult (early)",0.0435871614327169,0.272203005912965,"Injuries"
"290","Upper respiratory infections","Infant",0.223720964674128,0.833045666432748,"Communicable, maternal, neonatal, and nutritional diseases"
"291","Urinary tract infections and interstitial nephritis","Ageing-related",0.220568603121566,0.527253970848908,"Non-communicable diseases"
"292","Urogenital congenital anomalies","Infant",0.0555547592318828,0.20686327495166,"Non-communicable diseases"
"293","Urolithiasis","Ageing-related",0.0353787362862097,0.084570419028494,"Non-communicable diseases"
"294","Urticaria","Infant",0.179880126719598,0.669800258815279,"Non-communicable diseases"
"295","Uterine cancer","Adult (late)",0.103678457792748,0.677725199902023,"Non-communicable diseases"
"296","Uterine fibroids","Ageing-related",0.00803231603092315,0.0192006952144654,"Non-communicable diseases"
"297","Varicella and herpes zoster","Ageing-related",0.0295833770750747,0.0707170141770218,"Communicable, maternal, neonatal, and nutritional diseases"
"298","Vascular intestinal disorders","Ageing-related",0.0615446760647365,0.147118286013978,"Non-communicable diseases"
"299","Venomous animal contact","Infant",0.171079212183206,0.637029241016988,"Injuries"
"300","Viral skin diseases","Adult (early)",0.064823345711962,0.404823552994363,"Non-communicable diseases"
"301","Visceral leishmaniasis","Infant",0.011887138481339,0.0442628575850701,"Communicable, maternal, neonatal, and nutritional diseases"
"302","Vitamin A deficiency","Infant",0.0385781347282229,0.143649246288635,"Communicable, maternal, neonatal, and nutritional diseases"
"303","Yellow fever","Infant",0.0110858772669945,0.041279287479056,"Communicable, maternal, neonatal, and nutritional diseases"
"304","Zika virus","Infant",3.73018674792411e-06,1.38896947358926e-05,"Communicable, maternal, neonatal, and nutritional diseases"
